 ,Label,Area,Mean,Min,Max,Angle,Length
1,,201.505,6.534,0.180,38.250,-68.199,46.812
2,,268.673,13.581,3.300,39.500,-78.690,62.684
3,,218.297,12.040,2.372,30.000,-90.000,47.169
4,,184.713,4.433,0.000,18.000,-96.340,38.983
5,,251.881,6.025,0.000,17.750,-65.225,56.818
6,,218.297,4.010,0.000,14.500,-59.036,49.556
7,,201.505,13.014,8.012,19.250,-52.125,46.722
8,,184.713,29.336,18.110,36.130,-73.301,40.824
9,,184.713,31.984,15.975,53.000,-90.000,38.929
10,,184.713,39.503,19.400,82.000,-71.565,40.255
11,,184.713,37.818,25.500,72.500,-78.690,42.239
12,,134.336,48.929,36.071,66.000,-74.055,29.336
13,Mean,201.505,20.601,10.743,40.573,-74.769,45.027
14,SD,35.077,15.924,12.085,23.040,13.030,8.791
15,Min,134.336,4.010,0.000,14.500,-96.340,29.336
16,Max,268.673,48.929,36.071,82.000,-52.125,62.684
