 ,Label,Area,Mean,Min,Max,Angle,Length
1,,33.584,23.333,20.333,26.333,0.000,4.319
2,,50.376,50.102,33.889,63.333,0.000,9.659
3,,33.584,45.167,45.000,45.333,0.000,5.464
4,,50.376,17.852,7.889,25.000,26.565,9.944
5,,50.376,26.556,21.444,31.222,63.435,7.727
6,,50.376,30.111,26.111,32.333,45.000,6.830
7,,33.584,54.167,52.556,55.778,0.000,5.632
8,,50.376,67.556,45.889,86.778,0.000,6.830
9,,50.376,85.500,70.000,93.833,0.000,8.309
10,,50.376,91.444,85.667,100.111,0.000,6.830
11,,50.376,102.750,96.000,111.917,0.000,6.965
12,Mean,45.796,54.049,45.889,61.088,12.273,7.137
13,SD,7.844,29.358,28.195,32.170,22.578,1.711
14,Min,33.584,17.852,7.889,25.000,0.000,4.319
15,Max,50.376,102.750,96.000,111.917,63.435,9.944
