 ,Label,Area,Mean,Min,Max,Angle,Length
1,,184.713,4.300,0.150,17.500,29.055,42.190
2,,235.089,10.989,5.385,24.000,8.746,54.248
3,,218.297,10.628,0.000,32.000,-9.462,49.852
4,,218.297,5.757,0.000,32.000,4.764,47.303
5,,251.881,7.563,1.000,30.750,26.565,55.924
6,,218.297,4.774,0.458,18.000,18.435,49.894
7,,218.297,13.087,7.750,19.969,32.471,50.604
8,,218.297,31.433,24.333,38.000,19.983,48.702
9,,167.920,35.050,23.500,58.500,0.000,36.880
10,,235.089,31.835,17.692,79.500,12.995,54.248
11,,235.089,46.232,20.107,133.000,18.435,51.834
12,,201.505,50.648,26.455,106.000,0.000,45.122
13,Mean,216.897,21.025,10.569,49.102,13.499,48.900
14,SD,23.155,16.962,10.918,37.874,12.983,5.446
15,Min,167.920,4.300,0.000,17.500,-9.462,36.880
16,Max,251.881,50.648,26.455,133.000,32.471,55.924
