 ,Label,Area,Mean,Min,Max,Angle,Length
1,,87.639,108.081,94.140,116.942,56.310,28.903
2,,138.762,86.639,57.909,119.323,26.565,47.651
3,,124.156,10.885,0.025,35.585,42.510,43.660
4,,146.065,20.728,0.000,144.742,30.466,51.984
5,,124.156,85.625,34.356,124.220,21.801,43.531
6,,94.942,85.815,61.778,118.999,45.000,31.855
7,,146.065,70.909,50.152,103.137,51.340,52.145
8,,116.852,93.417,51.077,127.794,65.225,39.194
9,,94.942,97.820,80.191,124.721,94.764,33.486
10,,87.639,125.217,101.715,149.397,84.289,28.512
11,,146.065,84.952,40.244,152.177,86.987,52.306
12,Mean,118.844,79.099,51.962,119.731,55.023,41.202
13,SD,24.021,34.393,33.214,31.675,25.200,9.357
14,Min,87.639,10.885,0.000,35.585,21.801,28.512
15,Max,146.065,125.217,101.715,152.177,94.764,52.306
