 ,Label,Area,Mean,Min,Max,Angle,Length
1,,3.463,96.000,68.000,124.000,-90.000,1.316
2,,5.194,65.500,50.000,92.000,-26.565,2.942
3,,12.119,147.143,113.000,179.000,0.000,7.895
4,,3.463,111.500,111.000,112.000,135.000,1.861
5,,19.044,203.545,175.000,232.000,0.000,13.158
6,,5.194,169.333,151.000,198.000,26.565,2.942
7,,3.463,117.500,115.000,120.000,-45.000,1.861
8,,3.463,199.000,186.000,212.000,0.000,1.316
9,Mean,6.925,138.690,121.125,158.625,0.000,4.161
10,SD,5.704,49.600,47.945,52.782,65.205,4.219
11,Min,3.463,65.500,50.000,92.000,-90.000,1.316
12,Max,19.044,203.545,186.000,232.000,135.000,13.158
