 ,Label,Area,Mean,Min,Max,Angle,Length
1,,4.152,173.778,157.111,203.222,26.565,2.218
2,,6.920,190.933,154.889,214.000,33.690,4.573
3,,2.768,135.611,134.889,136.333,0.000,0.877
4,,4.152,191.926,164.111,209.667,-135.000,1.961
5,,6.920,216.789,187.222,228.458,26.565,4.787
6,,5.536,178.139,138.667,206.741,45.000,3.063
7,,4.152,180.611,134.000,213.500,45.000,1.961
8,,2.768,185.389,176.778,194.000,45.000,1.754
9,,4.152,166.333,153.667,177.000,45.000,1.961
10,,2.768,168.944,166.222,171.667,-90.000,1.240
11,,2.768,142.500,97.000,188.000,-90.000,1.414
12,,4.152,164.074,130.333,192.667,45.000,2.511
13,,4.152,174.944,144.000,204.500,45.000,1.961
14,,9.689,203.887,168.667,214.877,30.964,7.399
15,,4.152,167.222,143.000,207.667,45.000,2.828
16,,5.536,180.818,142.000,210.877,33.690,3.700
17,,8.304,190.616,151.333,215.240,36.870,5.334
18,,4.152,185.389,145.444,216.611,26.565,2.631
19,,4.152,201.889,182.667,218.000,-26.565,2.112
20,,2.768,150.722,136.444,165.000,0.000,1.754
21,,4.152,163.426,134.444,182.333,0.000,2.112
22,,4.152,189.315,173.333,200.611,0.000,2.855
23,,2.768,177.000,148.000,206.000,0.000,1.176
24,,2.768,154.333,148.000,160.667,0.000,1.617
25,,2.768,161.500,152.000,171.000,-45.000,1.414
26,,2.768,133.000,110.111,155.889,0.000,1.569
27,,2.768,132.167,96.333,168.000,0.000,1.176
28,,8.304,181.033,125.000,214.200,-11.310,5.895
29,,9.689,193.492,178.667,204.753,0.000,6.678
30,,2.768,173.833,162.000,185.667,0.000,1.176
31,Mean,4.567,173.654,147.878,194.572,4.401,2.724
32,SD,2.124,20.964,22.711,22.502,44.560,1.734
33,Min,2.768,132.167,96.333,136.333,-135.000,0.877
34,Max,9.689,216.789,187.222,228.458,45.000,7.399
