 ,Label,Area,Mean,Min,Max,Angle,Length
1,,62.284,139.309,128.000,212.000,45.000,51.577
2,,60.900,94.157,44.463,140.753,38.454,50.891
3,,59.516,131.339,124.441,150.332,41.186,49.388
4,,58.131,131.156,123.757,144.305,32.152,48.458
5,,59.516,139.069,129.858,153.309,41.186,49.388
6,,66.436,111.565,100.654,150.335,33.690,55.482
7,,67.820,95.900,80.143,161.266,24.944,55.887
8,,66.436,59.521,42.032,110.363,26.565,55.460
9,,56.747,125.543,102.629,162.859,43.995,47.381
10,,62.284,106.852,61.626,122.999,35.838,51.777
11,,51.211,136.338,126.448,200.542,31.504,42.697
12,,49.827,57.502,47.404,71.600,43.831,41.608
13,,55.363,87.185,67.794,135.083,29.197,45.367
14,,66.436,124.850,116.766,139.515,30.964,55.578
15,,62.284,129.583,121.563,138.745,34.046,52.218
16,,58.131,110.573,105.999,120.811,24.677,47.794
17,,47.059,66.818,4.088,124.138,46.273,38.425
18,,69.204,104.667,83.503,198.215,-4.667,58.185
19,,67.820,106.938,97.570,140.349,-21.801,56.817
20,,62.284,129.243,119.740,142.685,-13.092,52.038
21,,66.436,131.420,122.677,166.922,-9.866,55.216
22,,58.131,106.950,98.384,119.702,-11.310,47.931
23,,71.972,131.006,120.546,148.031,-19.502,60.403
24,,67.820,126.826,112.478,179.190,-19.179,56.390
25,,65.052,71.622,21.646,110.288,-21.571,54.461
26,,67.820,127.842,120.259,137.345,-10.840,56.106
27,,63.668,121.784,111.657,154.721,-11.560,52.726
28,,60.900,73.653,61.291,158.233,-13.707,50.276
29,,58.131,109.878,84.211,163.521,-1.397,47.983
30,Mean,61.711,109.969,92.470,146.833,15.345,51.307
31,SD,6.005,24.749,34.945,28.969,25.331,5.170
32,Min,47.059,57.502,4.088,71.600,-21.801,38.425
33,Max,71.972,139.309,129.858,212.000,46.273,60.403
