 ,Label,Area,Mean,Min,Max,Angle,Length
1,,72.721,52.577,46.000,112.000,-30.964,79.510
2,,64.457,101.259,97.000,161.000,12.043,69.713
3,,64.457,87.492,81.000,103.000,32.242,69.861
4,,71.069,90.471,83.200,138.000,-33.503,77.403
5,,58.673,68.953,61.000,160.000,23.629,63.504
6,,49.583,112.762,103.255,155.000,32.619,53.964
7,,48.756,127.429,116.023,174.000,-57.680,52.709
8,Mean,61.388,91.563,83.925,143.286,-3.088,66.666
9,SD,9.551,25.425,24.317,26.781,36.852,10.535
10,Min,48.756,52.577,46.000,103.000,-57.680,52.709
11,Max,72.721,127.429,116.023,174.000,32.619,79.510
