 ,Label,Area,Mean,Min,Max,Angle,Length
1,,45.675,107.886,96.461,142.000,-61.821,37.370
2,,48.443,141.651,128.937,159.369,-48.504,40.369
3,,56.747,106.969,81.306,182.333,-54.293,46.720
4,,62.284,137.571,124.353,168.714,-47.816,51.268
5,,47.059,134.482,120.848,157.316,-57.265,39.164
6,,60.900,151.298,131.906,208.948,-51.546,50.891
7,,56.747,113.333,100.230,144.939,-57.095,47.208
8,,56.747,102.331,80.544,138.102,-61.504,46.964
9,,60.900,74.588,41.375,142.081,-57.426,50.964
10,,55.363,115.196,86.874,199.897,-63.435,45.745
11,,63.668,140.358,123.030,208.784,-57.031,52.484
12,,60.900,135.495,116.986,195.033,-59.265,50.762
13,,53.979,99.722,69.066,190.666,-60.068,45.023
14,,56.747,79.155,38.301,205.252,-45.000,46.728
15,,48.443,141.814,129.436,202.815,-55.840,39.673
16,,58.131,100.025,17.164,145.303,-53.673,48.518
17,,51.211,131.026,115.208,172.376,-46.123,42.263
18,,58.131,100.760,80.572,166.304,-105.376,48.745
19,,40.138,100.781,72.338,210.233,-83.660,32.899
20,,58.131,134.195,119.270,197.166,-105.376,48.745
21,,60.900,117.482,98.792,181.857,-110.556,50.113
22,,53.979,132.581,115.372,161.547,-103.671,44.785
23,,55.363,139.439,123.865,187.798,-100.437,46.155
24,,59.516,114.238,95.371,168.175,-102.095,49.883
25,,55.363,116.308,97.646,163.750,-88.531,46.199
26,,53.979,87.093,62.722,176.952,-100.437,45.095
27,,58.131,128.212,112.138,188.479,-88.603,47.983
28,,59.516,138.270,120.645,179.052,-92.726,49.817
29,,59.516,72.167,19.308,186.852,-108.435,48.955
30,,63.668,129.896,112.090,188.511,-102.804,53.128
31,,66.436,144.861,126.131,210.586,-101.070,55.386
32,Mean,56.346,118.361,95.429,178.425,-75.209,46.774
33,SD,5.787,21.902,32.547,22.381,23.444,4.924
34,Min,40.138,72.167,17.164,138.102,-110.556,32.899
35,Max,66.436,151.298,131.906,210.586,-45.000,55.386
