x,y,z,d,N,a,Mr,Mrx,Mry,Mrz,Hc,Hsw,Hsw_file1,Hsw_file2
40,40,40,10,20,80,-0.489742,-0.993591,-0.007399,-0.013524,0.0484,0.0573,55,60
40,40,40,10,20,81,-0.838014,0.992974,0.010886,-0.010197,0.0321,0.0323,30,35
40,40,40,10,20,82,-0.425511,-0.992291,-0.010362,-0.013598,0.0405,0.0722,70,75
40,40,40,10,20,83,-0.776192,-0.993266,-0.011194,-0.009999,0.0368,0.0372,35,40
40,40,40,10,20,84,-0.730811,0.992718,-0.013835,-0.009184,0.0415,0.0422,40,45
40,40,40,10,20,85,-0.868024,0.991846,-0.014304,-0.010247,0.0321,0.0323,30,35
40,40,40,10,20,86,-0.468569,0.992219,-0.012886,-0.01144,0.0449000000000001,0.0672,65,70
40,40,40,10,20,87,-0.794696,0.992791,-0.014134,-0.008578,0.0368,0.0372,35,40
40,40,40,10,20,88,-0.514625,0.993811,-0.002103,-0.013887,0.0506,0.0572,55,60
40,40,40,10,20,89,-0.608324,0.992173,-0.014158,-0.010143,0.0506,0.0523,50,55
40,40,40,10,20,90,-0.083531,0.992229,-0.011856,-0.012145,0.00509999999999999,0.1483,140,160
40,40,40,10,20,91,-0.622055,0.993049,0.007869,-0.012676,0.0459000000000001,0.0473,45,50
40,40,40,10,20,92,-0.230478,0.992391,0.009302,-0.012699,0.0202,0.0971,95,100
40,40,40,10,20,93,-0.740508,0.993005,-0.009356,-0.012809,0.0416,0.0422,40,45
40,40,40,10,20,94,-0.888014,-0.993438,-0.010584,-0.010904,0.0321,0.0322,30,35
40,40,40,10,20,95,-0.35484,0.992596,-0.011567,-0.011835,0.0335,0.0772,75,80
40,40,40,10,20,96,-0.430096,-0.99339,0.01622,-0.002134,0.0424,0.0623,60,65
40,40,40,10,20,97,-0.482773,0.993291,0.008386,-0.011936,0.0476,0.0573,55,60
40,40,40,10,20,98,-0.425559,0.993888,0.01187,-0.004267,0.042,0.0623,60,65
40,40,40,10,20,99,-0.140769,0.992667,0.009782,-0.011804,0.0109,0.1095,100,120
40,40,40,10,20,100,-0.776006,-0.99291,-0.010381,-0.012356,0.0369,0.0373,35,40
40,40,40,10,21,1,-0.550689,0.993371,-0.009835,-0.011101,0.0503,0.0523,50,55
40,40,40,10,21,2,-0.736262,0.993512,0.008257,-0.010965,0.0416,0.0422,40,45
40,40,40,10,21,3,-0.840984,-0.993324,-0.009144,-0.012316,0.0369,0.0372,35,40
40,40,40,10,21,4,-0.321072,0.993067,0.009718,-0.00896,0.0301,0.0822,80,85
40,40,40,10,21,5,-0.748872,-0.993917,-0.007099,-0.012816,0.0416,0.0422,40,45
40,40,40,10,21,6,-0.455132,-0.992532,0.012447,-0.012118,0.0439000000000001,0.0672,65,70
40,40,40,10,21,7,-0.807481,0.993246,-0.012378,-0.008956,0.0369,0.0372,35,40
40,40,40,10,21,8,-0.617055,-0.994016,0.014096,-0.005265,0.0459000000000001,0.0473,45,50
40,40,40,10,21,9,-0.033423,-0.994026,-0.006685,-0.012861,0.00170000000000003,0.1703,160,180
40,40,40,10,21,10,-0.724436,-0.994019,-0.011257,-0.008122,0.0415,0.0422,40,45
40,40,40,10,21,11,-0.978187,-0.995687,0.01152,-0.003664,0.0273,0.0273,25,30
40,40,40,10,21,12,-0.627509,0.994031,0.001051,-0.012974,0.046,0.0472,45,50
40,40,40,10,21,13,-0.851968,0.993699,-0.008195,-0.01143,0.0321,0.0323,30,35
40,40,40,10,21,14,-0.288683,-0.992442,0.012949,-0.011661,0.0263,0.0822,80,85
40,40,40,10,21,15,-0.64215,-0.994434,0.005669,-0.013235,0.046,0.0472,45,50
40,40,40,10,21,16,-0.979389,0.994559,0.001713,-0.011768,0.0273,0.0273,25,30
40,40,40,10,21,17,-0.300601,-0.993274,-0.011779,-0.009824,0.028,0.0871,85,90
40,40,40,10,21,18,-0.046988,0.992352,-0.011865,-0.011067,0.0025,0.1499,140,160
40,40,40,10,21,19,-0.03907,-0.993127,0.011471,-0.011968,0.00190000000000001,0.1698,160,180
40,40,40,10,21,20,-0.333452,0.993726,0.013005,-0.003192,0.032,0.0772,75,80
40,40,40,10,21,21,-0.225871,-0.993929,-0.004486,-0.014058,0.0202,0.1088,100,120
40,40,40,10,21,22,-0.463566,0.99282,0.009686,-0.010922,0.045,0.0672,65,70
40,40,40,10,21,23,-0.162302,0.992123,-0.013146,-0.010186,0.0131,0.1091,100,120
40,40,40,10,21,24,-0.106438,0.993487,0.010728,-0.008536,0.00789999999999996,0.1293,120,140
40,40,40,10,21,25,-0.689841,-0.994179,0.014628,-0.001035,0.0414,0.0422999999999999,40,45
40,40,40,10,21,26,-0.263924,0.993777,-0.014999,-0.000464,0.0243,0.0922,90,95
40,40,40,10,21,27,-0.173021,-0.992442,0.013338,-0.011189,0.0143,0.1091,100,120
40,40,40,10,21,28,-0.823052,0.993208,-0.012553,-0.009214,0.0369,0.0372,35,40
40,40,40,10,21,29,-0.277137,0.992812,-0.013859,-0.007895,0.0254,0.0872,85,90
40,40,40,10,21,30,-0.143677,-0.992852,-0.009723,-0.012387,0.0113,0.1094,100,120
40,40,40,10,21,31,-0.421634,0.993686,0.002837,-0.013068,0.0416,0.0672,65,70
40,40,40,10,21,32,-0.423905,0.993341,-0.010349,-0.010711,0.0417,0.0672,65,70
40,40,40,10,21,33,-0.24827,-0.993859,-0.012556,-0.005598,0.0227,0.0971,95,100
40,40,40,10,21,34,-0.374343,-0.992567,0.013275,-0.011103,0.0354,0.0771,75,80
40,40,40,10,21,35,-0.228671,0.993497,0.012195,-0.008147,0.0205,0.1087,100,120
40,40,40,10,21,36,-0.486017,0.993017,0.0113,-0.008724,0.048,0.0672,65,70
40,40,40,10,21,37,-0.082754,-0.992651,0.011765,-0.012513,0.00509999999999999,0.1297,120,140
40,40,40,10,21,38,-0.818092,-0.99418,-0.011343,-0.005565,0.0369,0.0372,35,40
40,40,40,10,21,39,-0.052701,-0.992798,-0.009913,-0.012537,0.00230000000000002,0.1497,140,160
40,40,40,10,21,40,-0.857987,-0.99389,0.0099,-0.011996,0.0321,0.0323,30,35
40,40,40,10,21,41,-0.490735,-0.992552,0.012179,-0.012412,0.0476,0.0672,65,70
40,40,40,10,21,42,-0.355551,0.993613,-0.01379,-0.005809,0.0343,0.0722,70,75
40,40,40,10,21,43,-0.218212,-0.993723,-0.008924,-0.009662,0.0197,0.1087,100,120
40,40,40,10,21,44,-0.766474,0.992895,-0.012557,-0.009398,0.0368,0.0373,35,40
40,40,40,10,21,45,-0.141996,0.992401,0.010237,-0.011122,0.011,0.1094,100,120
40,40,40,10,21,46,-0.039143,0.992815,0.010523,-0.010139,0.00180000000000002,0.1678,160,180
40,40,40,10,21,47,-0.865533,0.993743,0.008408,-0.010409,0.0321,0.0323,30,35
40,40,40,10,21,48,-0.320366,-0.992978,-0.01051,-0.011621,0.0297,0.0821,80,85
40,40,40,10,21,49,-0.773411,-0.99358,-0.00943,-0.011571,0.0368,0.0373,35,40
40,40,40,10,21,50,-0.570688,-0.992935,0.011986,-0.011849,0.0554,0.0622,60,65
40,40,40,10,21,51,-0.760982,0.99306,-0.011383,-0.01049,0.0368,0.0373,35,40
40,40,40,10,21,52,-0.582518,0.993497,0.007184,-0.01169,0.0504,0.0522,50,55
40,40,40,10,21,53,-0.026954,-0.993175,-0.011175,-0.00983,0.00140000000000001,0.1708,160,180
40,40,40,10,21,54,-0.385435,-0.994155,-0.00788,-0.011827,0.0377,0.0673,65,70
40,40,40,10,21,55,-0.075557,0.993377,-0.009911,-0.010913,0.00480000000000003,0.149,140,160
40,40,40,10,21,56,-0.626359,-0.992948,0.011644,-0.011731,0.0507,0.0523,50,55
40,40,40,10,21,57,-0.952033,0.993776,-0.004183,-0.012528,0.0273,0.0273,25,30
40,40,40,10,21,58,-0.797556,-0.993368,0.011271,-0.011698,0.0369,0.0372,35,40
40,40,40,10,21,59,-0.637298,-0.993126,0.013306,-0.009984,0.046,0.0473,45,50
40,40,40,10,21,60,-0.9692,-0.995589,0.011952,-0.002362,0.0273,0.0273,25,30
40,40,40,10,21,61,-0.3497,-0.993079,-0.010846,-0.011052,0.033,0.0772,75,80
40,40,40,10,21,62,-0.989986,0.992818,0.008999,0.000791,0.0273,0.0272,25,30
40,40,40,10,21,63,-0.098452,-0.993249,0.011355,-0.0116,0.00700000000000001,0.1295,120,140
40,40,40,10,21,64,-0.674922,0.993944,-0.006904,-0.012298,0.0461,0.0472,45,50
40,40,40,10,21,65,-0.517716,-0.993096,0.012349,-0.010951,0.0508,0.0572,55,60
40,40,40,10,21,66,-0.222426,0.992686,0.009142,-0.011587,0.0196,0.0971,95,100
40,40,40,10,21,67,-0.215949,0.992633,0.009936,-0.011039,0.0187,0.0971,95,100
40,40,40,10,21,68,-0.071044,-0.992346,0.0128,-0.012014,0.00380000000000003,0.1298,120,140
40,40,40,10,21,69,-0.15565,-0.993068,0.013646,-0.009449,0.0127,0.1094,100,120
40,40,40,10,21,70,-0.407721,-0.993107,-0.008927,-0.012899,0.0392,0.0722,70,75
40,40,40,10,21,71,-0.745519,0.99342,-0.013197,-0.007392,0.0416,0.0422,40,45
40,40,40,10,21,72,-0.83118,-0.99352,-0.00946,-0.011548,0.0369,0.0372,35,40
40,40,40,10,21,73,-0.880579,-0.993229,0.01196,-0.011091,0.0321,0.0322,30,35
40,40,40,10,21,74,-0.962273,0.995067,0.000859,-0.01121,0.0322,0.0321,30,35
40,40,40,10,21,75,-0.898109,0.99384,-0.007912,-0.011214,0.0321,0.0322,30,35
40,40,40,10,21,76,-0.369614,0.992195,-0.01296,-0.010539,0.0347,0.0771,75,80
40,40,40,10,21,77,-0.729163,-0.993221,0.013304,-0.008863,0.0415,0.0422,40,45
40,40,40,10,21,78,-0.286391,-0.992618,0.011898,-0.012485,0.0261,0.0871,85,90
40,40,40,10,21,79,-0.210798,-0.992656,0.011835,-0.012461,0.0183,0.0971,95,100
40,40,40,10,21,80,-0.489975,-0.994206,-0.002849,-0.014181,0.0487,0.0573,55,60
40,40,40,10,21,81,-0.837813,0.993549,0.010156,-0.009056,0.0369,0.0371,35,40
40,40,40,10,21,82,-0.424654,-0.992939,-0.00977,-0.012494,0.0408,0.0722,70,75
40,40,40,10,21,83,-0.776738,-0.994347,-0.011373,-0.00657,0.0368,0.0373,35,40
40,40,40,10,21,84,-0.731208,0.99386,-0.013829,-0.004854,0.0415,0.0422,40,45
40,40,40,10,21,85,-0.868845,0.993817,-0.009501,-0.010581,0.0321,0.0323,30,35
40,40,40,10,21,86,-0.467867,0.992429,-0.012541,-0.010551,0.0452,0.0672,65,70
40,40,40,10,21,87,-0.794209,0.993142,-0.012931,-0.008241,0.0369,0.0373,35,40
40,40,40,10,21,88,-0.513948,0.994017,-0.002042,-0.012983,0.0505,0.0572,55,60
40,40,40,10,21,89,-0.607573,0.992738,-0.012853,-0.009614,0.0507,0.0523,50,55
40,40,40,10,21,90,-0.082115,0.992958,-0.010964,-0.01088,0.00520000000000004,0.1482,140,160
40,40,40,10,21,91,-0.621247,0.993603,0.007647,-0.011203,0.0459000000000001,0.0473,45,50
40,40,40,10,21,92,-0.229507,0.992709,0.00913,-0.011605,0.0203,0.0971,95,100
40,40,40,10,21,93,-0.74125,0.994561,-0.001446,-0.012374,0.0415,0.0422,40,45
40,40,40,10,21,94,-0.887852,-0.993496,-0.009858,-0.011263,0.0321,0.0322,30,35
40,40,40,10,21,95,-0.354188,0.992718,-0.011008,-0.011261,0.0337,0.0772,75,80
40,40,40,10,21,96,-0.42931,-0.993727,0.015221,-0.001146,0.0426,0.0623,60,65
40,40,40,10,21,97,-0.481505,0.993413,0.009173,-0.010162,0.0479000000000001,0.0573,55,60
40,40,40,10,21,98,-0.424628,0.99357,0.010729,-0.006714,0.0422999999999999,0.0623,60,65
40,40,40,10,21,99,-0.140194,0.992667,0.009427,-0.011331,0.011,0.1095,100,120
40,40,40,10,21,100,-0.775805,-0.993505,-0.009709,-0.011517,0.0368,0.0373,35,40
40,40,40,10,22,1,-0.550692,0.993504,-0.008866,-0.011303,0.0503,0.0523,50,55
40,40,40,10,22,2,-0.736087,0.993793,0.007364,-0.010805,0.0416,0.0422999999999999,40,45
40,40,40,10,22,3,-0.840789,-0.994131,-0.008759,-0.010611,0.0369,0.0372,35,40
40,40,40,10,22,4,-0.321343,0.993484,0.009722,-0.00927,0.0303,0.0822,80,85
40,40,40,10,22,5,-0.748561,-0.994219,-0.006454,-0.012204,0.0416,0.0422,40,45
40,40,40,10,22,6,-0.454138,-0.993185,0.011805,-0.010785,0.0441,0.0672,65,70
40,40,40,10,22,7,-0.807241,0.992794,-0.011748,-0.010141,0.0369,0.0372,35,40
40,40,40,10,22,8,-0.616853,-0.994147,0.014022,-0.003287,0.0459000000000001,0.0473,45,50
40,40,40,10,22,9,-0.032536,-0.994457,-0.005875,-0.012053,0.00170000000000003,0.187,180,200
40,40,40,10,22,10,-0.724265,-0.994412,-0.010903,-0.006933,0.0415,0.0422999999999999,40,45
40,40,40,10,22,11,-0.977528,-0.994893,0.012973,-0.000986,0.0274,0.0273,25,30
40,40,40,10,22,12,-0.627234,0.994281,0.0009,-0.012437,0.046,0.0472,45,50
40,40,40,10,22,13,-0.850862,0.992447,-0.012054,-0.010349,0.0321,0.0323,30,35
40,40,40,10,22,14,-0.287636,-0.993034,0.012199,-0.010631,0.0264,0.0822,80,85
40,40,40,10,22,15,-0.640279,-0.994433,0.008587,-0.010588,0.046,0.0472,45,50
40,40,40,10,22,16,-0.980093,0.995697,-0.000113,-0.009971,0.0274,0.0273,25,30
40,40,40,10,22,17,-0.299689,-0.99359,-0.010964,-0.008918,0.0282,0.0871,85,90
40,40,40,10,22,18,-0.04656,0.992553,-0.01141,-0.01081,0.00220000000000004,0.1499,140,160
40,40,40,10,22,19,-0.038131,-0.993687,0.010301,-0.01126,0.00180000000000002,0.1838,180,200
40,40,40,10,22,20,-0.330666,0.994747,0.009476,-0.006354,0.0321,0.0772,75,80
40,40,40,10,22,21,-0.223288,-0.994049,-0.008753,-0.010811,0.0204,0.1088,100,120
40,40,40,10,22,22,-0.463226,0.993015,0.008757,-0.010993,0.0452,0.0672,65,70
40,40,40,10,22,23,-0.162013,0.992649,-0.012405,-0.010444,0.0132,0.1092,100,120
40,40,40,10,22,24,-0.105331,0.99384,0.009513,-0.00881,0.00800000000000001,0.1293,120,140
40,40,40,10,22,25,-0.687435,-0.993119,0.012525,0.008159,0.0461,0.0472,45,50
40,40,40,10,22,26,-0.263626,0.993566,-0.014717,-0.002123,0.0245,0.0922,90,95
40,40,40,10,22,27,-0.171942,-0.993007,0.012822,-0.009866,0.0144,0.1091,100,120
40,40,40,10,22,28,-0.822744,0.993229,-0.011589,-0.009484,0.0369,0.0372,35,40
40,40,40,10,22,29,-0.276176,0.993238,-0.012546,-0.008349,0.0256,0.0872,85,90
40,40,40,10,22,30,-0.142961,-0.993222,-0.009495,-0.011589,0.0114,0.1094,100,120
40,40,40,10,22,31,-0.421176,0.994106,0.002053,-0.012466,0.0417999999999999,0.0623,60,65
40,40,40,10,22,32,-0.423528,0.99355,-0.010096,-0.010246,0.042,0.0623,60,65
40,40,40,10,22,33,-0.246829,-0.994518,-0.010808,-0.006646,0.0228,0.0922,90,95
40,40,40,10,22,34,-0.373529,-0.992948,0.012612,-0.010277,0.0356,0.0771,75,80
40,40,40,10,22,35,-0.226973,0.993942,0.010682,-0.006234,0.0206,0.0972,95,100
40,40,40,10,22,36,-0.485255,0.993591,0.009934,-0.008828,0.0482,0.0672,65,70
40,40,40,10,22,37,-0.081375,-0.993185,0.011529,-0.011059,0.00520000000000004,0.1297,120,140
40,40,40,10,22,38,-0.818394,-0.994885,-0.0111,-0.004102,0.0369,0.0372,35,40
40,40,40,10,22,39,-0.051745,-0.993184,-0.009655,-0.011485,0.002,0.1497,140,160
40,40,40,10,22,40,-0.857378,-0.993672,0.011516,-0.010158,0.0321,0.0323,30,35
40,40,40,10,22,41,-0.489769,-0.993238,0.01168,-0.010919,0.0479000000000001,0.0672,65,70
40,40,40,10,22,42,-0.353855,0.99388,-0.011455,-0.008243,0.0344,0.0722,70,75
40,40,40,10,22,43,-0.220058,-0.993841,-0.011198,-0.007884,0.0198,0.1088,100,120
40,40,40,10,22,44,-0.766284,0.993292,-0.01201,-0.00882,0.0368,0.0373,35,40
40,40,40,10,22,45,-0.141051,0.992983,0.009239,-0.010587,0.0112,0.1094,100,120
40,40,40,10,22,46,-0.038578,0.992994,0.01009,-0.009757,0.00180000000000002,0.1677,160,180
40,40,40,10,22,47,-0.865527,0.993992,0.007741,-0.010357,0.0321,0.0323,30,35
40,40,40,10,22,48,-0.31977,-0.993198,-0.010154,-0.010918,0.0299,0.0822,80,85
40,40,40,10,22,49,-0.773165,-0.994168,-0.009537,-0.009701,0.0369,0.0373,35,40
40,40,40,10,22,50,-0.570069,-0.99317,0.01185,-0.010764,0.0556,0.0622,60,65
40,40,40,10,22,51,-0.760716,0.99344,-0.010947,-0.009762,0.0417,0.0422,40,45
40,40,40,10,22,52,-0.58299,0.993849,0.006727,-0.012198,0.0505,0.0522,50,55
40,40,40,10,22,53,-0.026517,-0.993724,-0.010968,-0.008722,0.000900000000000012,0.19,180,200
40,40,40,10,22,54,-0.385608,-0.994673,-0.004735,-0.012225,0.038,0.0673,65,70
40,40,40,10,22,55,-0.07517,0.993624,-0.009499,-0.010556,0.00490000000000002,0.1491,140,160
40,40,40,10,22,56,-0.626031,-0.993351,0.011512,-0.010886,0.0508,0.0523,50,55
40,40,40,10,22,57,-0.950889,0.992932,-0.009924,-0.011206,0.0322,0.0322,30,35
40,40,40,10,22,58,-0.796889,-0.99387,0.011099,-0.009652,0.0369,0.0373,35,40
40,40,40,10,22,59,-0.636771,-0.993521,0.012675,-0.009073,0.0461,0.0473,45,50
40,40,40,10,22,60,-0.968604,-0.994732,0.013273,0.000197,0.0322,0.0321,30,35
40,40,40,10,22,61,-0.349086,-0.993316,-0.010543,-0.010112,0.0331,0.0772,75,80
40,40,40,10,22,62,-0.994311,0.997555,0.004336,-0.00066,0.0274,0.0273,25,30
40,40,40,10,22,63,-0.097428,-0.993709,0.01104,-0.01058,0.0071,0.1295,120,140
40,40,40,10,22,64,-0.673522,0.993249,-0.01077,-0.010217,0.0461,0.0472,45,50
40,40,40,10,22,65,-0.518608,-0.993875,0.014245,-0.004202,0.0512,0.0572,55,60
40,40,40,10,22,66,-0.22218,0.992962,0.008247,-0.011644,0.0197,0.0971,95,100
40,40,40,10,22,67,-0.215491,0.992825,0.009435,-0.010783,0.0189,0.0971,95,100
40,40,40,10,22,68,-0.069672,-0.99298,0.012289,-0.010574,0.00390000000000001,0.1299,120,140
40,40,40,10,22,69,-0.155418,-0.993018,0.01364,-0.0087,0.0128,0.1094,100,120
40,40,40,10,22,70,-0.406953,-0.993443,-0.009012,-0.011705,0.0393,0.0722,70,75
40,40,40,10,22,71,-0.744787,0.99322,-0.011437,-0.009572,0.0416,0.0422,40,45
40,40,40,10,22,72,-0.831226,-0.994115,-0.008166,-0.011069,0.0369,0.0372,35,40
40,40,40,10,22,73,-0.880727,-0.994664,0.010556,-0.009217,0.0322,0.0323,30,35
40,40,40,10,22,74,-0.962156,0.994685,0.000774,-0.012205,0.0322,0.0322,30,35
40,40,40,10,22,75,-0.898401,0.993577,-0.008901,-0.012239,0.0321,0.0322,30,35
40,40,40,10,22,76,-0.368857,0.992657,-0.012001,-0.01009,0.0349,0.0771,75,80
40,40,40,10,22,77,-0.72975,-0.994496,0.013611,-0.00252,0.0415,0.0422,40,45
40,40,40,10,22,78,-0.285806,-0.992981,0.011892,-0.011634,0.0263,0.0871,85,90
40,40,40,10,22,79,-0.209259,-0.9934,0.011522,-0.010682,0.0184,0.1086,100,120
40,40,40,10,22,80,-0.488596,-0.994535,-0.005929,-0.011912,0.049,0.0573,55,60
40,40,40,10,22,81,-0.837424,0.993393,0.008997,-0.009937,0.0369,0.0372,35,40
40,40,40,10,22,82,-0.423989,-0.993199,-0.009634,-0.011523,0.041,0.0722,70,75
40,40,40,10,22,83,-0.776637,-0.994812,-0.010973,-0.00477,0.0368,0.0373,35,40
40,40,40,10,22,84,-0.730762,0.993906,-0.01297,-0.005925,0.0416,0.0422,40,45
40,40,40,10,22,85,-0.86887,0.994069,-0.008681,-0.010545,0.0321,0.0323,30,35
40,40,40,10,22,86,-0.467396,0.992756,-0.011595,-0.010449,0.0454000000000001,0.0672,65,70
40,40,40,10,22,87,-0.793854,0.993423,-0.011953,-0.008254,0.0368,0.0372,35,40
40,40,40,10,22,88,-0.512424,0.994072,-0.007364,-0.011097,0.0508,0.0572,55,60
40,40,40,10,22,89,-0.607245,0.993069,-0.012263,-0.009305,0.0507,0.0523,50,55
40,40,40,10,22,90,-0.083406,0.992329,-0.010204,-0.012509,0.00530000000000003,0.1483,140,160
40,40,40,10,22,91,-0.621207,0.993614,0.00657,-0.011547,0.046,0.0473,45,50
40,40,40,10,22,92,-0.228888,0.993174,0.007911,-0.011356,0.0204,0.0971,95,100
40,40,40,10,22,93,-0.741011,0.994566,-0.001606,-0.012012,0.0416,0.0422,40,45
40,40,40,10,22,94,-0.888061,-0.994328,-0.009988,-0.008655,0.0322,0.0323,30,35
40,40,40,10,22,95,-0.353895,0.992886,-0.010087,-0.01122,0.0339,0.0772,75,80
40,40,40,10,22,96,-0.428311,-0.994225,0.013948,0.001442,0.0427999999999999,0.0623,60,65
40,40,40,10,22,97,-0.482194,0.993798,0.005738,-0.011692,0.0481,0.0573,55,60
40,40,40,10,22,98,-0.42411,0.99407,0.009811,-0.007808,0.0425,0.0623,60,65
40,40,40,10,22,99,-0.139433,0.993306,0.008285,-0.010932,0.0111,0.1095,100,120
40,40,40,10,22,100,-0.775553,-0.994023,-0.009559,-0.009994,0.0369,0.0373,35,40
40,40,40,10,23,1,-0.550403,0.993668,-0.01052,-0.010341,0.0503,0.0523,50,55
40,40,40,10,23,2,-0.735882,0.994114,0.007067,-0.010233,0.0416,0.0422,40,45
40,40,40,10,23,3,-0.83943,-0.99459,-0.006063,-0.008631,0.0369,0.0372,35,40
40,40,40,10,23,4,-0.320878,0.993762,0.009306,-0.008815,0.0304,0.0822,80,85
40,40,40,10,23,5,-0.748148,-0.994495,-0.006343,-0.011256,0.0416,0.0422,40,45
40,40,40,10,23,6,-0.453642,-0.993437,0.011486,-0.010166,0.0443,0.0672,65,70
40,40,40,10,23,7,-0.807181,0.99374,-0.011412,-0.008292,0.0369,0.0372,35,40
40,40,40,10,23,8,-0.616618,-0.994287,0.01362,-0.003253,0.046,0.0473,45,50
40,40,40,10,23,9,-0.031934,-0.994615,-0.00556,-0.011479,0.00159999999999999,0.1885,180,200
40,40,40,10,23,10,-0.72374,-0.994522,-0.009836,-0.00754,0.0415,0.0422,40,45
40,40,40,10,23,11,-0.977539,-0.99482,0.012524,-0.003831,0.0274,0.0273,25,30
40,40,40,10,23,12,-0.627021,0.994488,0.000193,-0.012059,0.046,0.0472,45,50
40,40,40,10,23,13,-0.851723,0.993977,-0.008745,-0.010343,0.0321,0.0323,30,35
40,40,40,10,23,14,-0.287121,-0.993247,0.011711,-0.010277,0.0265,0.0822,80,85
40,40,40,10,23,15,-0.640546,-0.99487,0.007249,-0.010675,0.046,0.0472,45,50
40,40,40,10,23,16,-0.979765,0.995151,0.001448,-0.010693,0.0274,0.0273,25,30
40,40,40,10,23,17,-0.299571,-0.993479,-0.010949,-0.008664,0.0283,0.0872,85,90
40,40,40,10,23,18,-0.045767,0.993025,-0.010806,-0.01021,0.00270000000000004,0.1499,140,160
40,40,40,10,23,19,-0.03622,-0.993911,0.01155,-0.009003,0.00190000000000001,0.1699,160,180
40,40,40,10,23,20,-0.33055,0.994552,0.009391,-0.006751,0.0323,0.0772,75,80
40,40,40,10,23,21,-0.223438,-0.994483,-0.006521,-0.011161,0.0205,0.1088,100,120
40,40,40,10,23,22,-0.462802,0.993395,0.008331,-0.010475,0.0454000000000001,0.0672,65,70
40,40,40,10,23,23,-0.161139,0.992693,-0.011904,-0.009674,0.0133,0.1092,100,120
40,40,40,10,23,24,-0.107531,0.993623,0.012138,-0.006854,0.00800000000000001,0.1293,120,140
40,40,40,10,23,25,-0.687645,-0.993758,0.012196,0.007346,0.0461,0.0472,45,50
40,40,40,10,23,26,-0.261207,0.993918,-0.012041,-0.007021,0.0246,0.0922,90,95
40,40,40,10,23,27,-0.171389,-0.993188,0.01216,-0.009784,0.0145,0.1091,100,120
40,40,40,10,23,28,-0.823145,0.993948,-0.011579,-0.008984,0.0369,0.0372,35,40
40,40,40,10,23,29,-0.27556,0.993593,-0.011882,-0.008007,0.0257,0.0921,90,95
40,40,40,10,23,30,-0.14235,-0.99331,-0.009299,-0.010945,0.0115,0.1094,100,120
40,40,40,10,23,31,-0.42112,0.994366,0.001947,-0.012299,0.0421,0.0672,65,70
40,40,40,10,23,32,-0.424698,0.993609,-0.007693,-0.012114,0.0422,0.0672,65,70
40,40,40,10,23,33,-0.246345,-0.994642,-0.01032,-0.006189,0.0229,0.0971,95,100
40,40,40,10,23,34,-0.37305,-0.993198,0.012173,-0.009843,0.0357,0.0771,75,80
40,40,40,10,23,35,-0.227399,0.993697,0.011141,-0.006446,0.0208,0.0972,95,100
40,40,40,10,23,36,-0.484894,0.993818,0.009496,-0.00851,0.0484,0.0672,65,70
40,40,40,10,23,37,-0.080528,-0.993592,0.011034,-0.010323,0.00530000000000003,0.1297,120,140
40,40,40,10,23,38,-0.817632,-0.995036,-0.009585,-0.003883,0.0369,0.0372,35,40
40,40,40,10,23,39,-0.051217,-0.993227,-0.009175,-0.011196,0.00220000000000004,0.1497,140,160
40,40,40,10,23,40,-0.85716,-0.993752,0.011366,-0.009609,0.0321,0.0323,30,35
40,40,40,10,23,41,-0.489319,-0.993471,0.011199,-0.010484,0.0481,0.0672,65,70
40,40,40,10,23,42,-0.354551,0.993937,-0.012626,-0.005598,0.0346,0.0723,70,75
40,40,40,10,23,43,-0.217677,-0.993817,-0.008997,-0.006539,0.0199,0.1088,100,120
40,40,40,10,23,44,-0.766114,0.993769,-0.011637,-0.007809,0.0368,0.0373,35,40
40,40,40,10,23,45,-0.1405,0.993233,0.009023,-0.010014,0.0113,0.1094,100,120
40,40,40,10,23,46,-0.03786,0.993339,0.009449,-0.009411,0.00190000000000001,0.1685,160,180
40,40,40,10,23,47,-0.865328,0.994078,0.00765,-0.009747,0.0322,0.0323,30,35
40,40,40,10,23,48,-0.319078,-0.993544,-0.009704,-0.010102,0.0299,0.0821,80,85
40,40,40,10,23,49,-0.77288,-0.994129,-0.009139,-0.009559,0.0369,0.0373,35,40
40,40,40,10,23,50,-0.569727,-0.993362,0.011411,-0.010426,0.0559,0.0622,60,65
40,40,40,10,23,51,-0.76058,0.993709,-0.010462,-0.009476,0.0416,0.0422,40,45
40,40,40,10,23,52,-0.581896,0.994123,0.005699,-0.010936,0.0505,0.0522,50,55
40,40,40,10,23,53,-0.025527,-0.993888,-0.010051,-0.008278,0.00140000000000001,0.1893,180,200
40,40,40,10,23,54,-0.385423,-0.994702,-0.003501,-0.012176,0.0382,0.0673,65,70
40,40,40,10,23,55,-0.076025,0.99381,-0.007942,-0.011593,0.005,0.1491,140,160
40,40,40,10,23,56,-0.625655,-0.993588,0.011093,-0.01037,0.0508,0.0523,50,55
40,40,40,10,23,57,-0.950811,0.993409,-0.010985,-0.009387,0.0273,0.0273,25,30
40,40,40,10,23,58,-0.797056,-0.993986,0.011122,-0.009787,0.0369,0.0372,35,40
40,40,40,10,23,59,-0.636539,-0.993566,0.012489,-0.008723,0.0461,0.0473,45,50
40,40,40,10,23,60,-0.968554,-0.994992,0.011957,-0.000203,0.0322,0.0321,30,35
