 ,Label,Area,Mean,Min,Max,Angle,Length
1,,19.122,95.222,91.778,98.667,45.000,4.609
2,,19.122,88.556,88.333,88.778,-45.000,2.915
3,,19.122,89.500,89.000,90.000,0.000,3.716
4,,28.684,84.111,78.000,91.000,45.000,5.154
5,,19.122,88.278,87.444,89.111,45.000,4.373
6,,28.684,89.778,86.111,92.000,45.000,5.154
7,,19.122,94.944,94.333,95.556,0.000,2.305
8,,19.122,99.167,97.667,100.667,45.000,3.716
9,,28.684,90.148,79.000,98.000,153.435,6.914
10,,19.122,88.667,88.333,89.000,135.000,3.716
11,,19.122,89.000,86.333,91.667,135.000,2.915
12,,19.122,91.167,88.000,94.333,90.000,3.716
13,,19.122,86.944,82.333,91.556,135.000,3.259
14,,19.122,90.667,89.000,92.333,135.000,3.259
15,,19.122,86.889,85.667,88.111,135.000,4.373
16,,28.684,146.259,117.222,166.222,45.000,6.010
17,,28.684,153.602,142.889,162.250,0.000,5.256
18,,28.684,147.315,130.000,158.111,-26.565,6.270
19,,19.122,131.944,120.000,143.889,0.000,4.250
20,,19.122,124.778,123.889,125.667,45.000,4.373
21,,28.684,139.000,133.000,144.000,0.000,5.256
22,,47.806,174.664,164.000,180.931,63.435,12.915
23,,19.122,179.000,168.333,189.667,45.000,3.259
24,,19.122,156.444,140.556,172.333,0.000,3.716
25,,28.684,129.056,123.000,135.500,-45.000,5.551
26,,28.684,130.815,125.667,137.778,0.000,5.256
27,,28.684,122.963,115.222,127.667,0.000,5.551
28,,28.684,162.407,152.556,173.667,26.565,7.504
29,,28.684,167.519,158.667,173.889,0.000,5.256
30,,19.122,156.333,156.000,156.667,0.000,3.716
31,,19.122,122.167,117.000,127.333,0.000,4.609
32,,19.122,123.000,116.667,129.333,0.000,2.305
33,,19.122,140.167,137.667,142.667,45.000,4.373
34,,19.122,116.000,113.333,118.667,-45.000,4.373
35,,19.122,104.667,102.000,107.333,-90.000,2.305
36,,19.122,126.722,124.778,128.667,90.000,3.259
37,,28.684,104.796,101.667,108.056,90.000,5.551
38,Mean,23.257,119.261,113.390,124.353,36.267,4.622
39,SD,6.189,29.306,26.436,32.194,59.660,1.874
40,Min,19.122,84.111,78.000,88.111,-90.000,2.305
41,Max,47.806,179.000,168.333,189.667,153.435,12.915
