 ,Label,Area,Mean,Min,Max,Angle,Length
1,,30.252,107.393,82.000,249.320,-36.870,42.254
2,,29.756,124.754,85.956,253.918,-33.959,41.603
3,,31.244,115.848,49.221,252.283,-19.904,43.440
4,,28.764,102.152,6.071,156.000,-23.860,40.042
5,,32.732,109.408,79.031,245.000,-20.659,45.910
6,,7.439,164.195,157.388,175.000,36.027,9.579
7,,38.683,134.166,2.104,254.000,3.715,54.340
8,,40.171,110.835,3.000,252.000,1.432,56.356
9,,29.260,137.000,97.000,254.000,0.000,40.845
10,,35.707,87.385,34.736,192.000,11.310,50.272
11,,34.715,67.465,0.834,178.000,15.038,48.856
12,,30.748,145.407,116.295,252.361,-4.686,43.102
13,,40.171,105.496,0.312,251.514,-15.255,56.206
14,,38.187,122.365,2.000,205.000,-14.400,53.803
15,,19.341,161.231,128.983,241.500,-12.200,26.658
16,,42.650,93.525,48.831,253.032,-22.932,59.643
17,,37.691,104.240,3.974,196.000,-17.949,52.558
18,,32.732,106.901,77.000,219.000,-7.017,46.120
19,,25.293,100.372,0.000,245.382,-9.273,34.964
20,,23.805,117.287,0.000,249.483,-33.690,33.009
21,,33.228,96.998,0.000,227.000,1.736,46.500
22,,20.333,190.695,107.000,253.125,4.289,28.248
23,,28.764,119.976,57.825,254.930,4.014,40.240
24,,29.756,102.479,52.729,252.051,-13.799,41.334
25,,28.268,153.995,127.406,251.106,-13.536,39.115
26,,34.715,138.634,1.753,251.825,-16.858,48.566
27,,33.228,118.118,0.419,245.711,16.783,46.340
28,,21.325,185.351,164.357,249.510,22.306,29.686
29,,32.236,81.099,0.000,235.820,-7.237,44.722
30,,29.260,137.532,4.617,235.027,-8.973,40.638
31,,32.236,132.010,1.000,252.000,-14.470,45.092
32,,35.211,149.862,1.240,238.000,-21.038,49.044
33,,29.260,154.682,134.583,223.000,-12.848,41.172
34,,28.268,170.704,152.286,250.238,-13.536,39.115
35,,27.772,154.058,130.148,253.933,-20.072,38.988
36,,22.813,161.083,130.437,248.837,-27.699,31.815
37,Mean,30.445,126.797,56.682,236.025,-9.058,42.505
38,SD,6.830,29.511,57.855,26.177,16.148,9.727
39,Min,7.439,67.465,0.000,156.000,-36.870,9.579
40,Max,42.650,190.695,164.357,254.930,36.027,59.643
