 ,Label,Area,Mean,Min,Max,Angle,Length
1,,86.113,142.266,120.595,211.000,11.592,57.698
2,,98.715,150.650,138.227,204.000,52.125,66.096
3,,81.913,134.630,98.014,186.000,65.433,55.773
4,,86.113,21.509,0.000,55.275,61.504,57.716
5,,92.414,148.065,131.041,170.000,60.422,61.657
6,,79.812,15.410,0.000,103.000,40.601,53.446
7,,92.414,161.756,141.303,220.000,-9.462,61.708
8,,84.013,147.495,128.436,180.000,7.306,56.983
9,,69.311,34.492,9.438,78.000,-29.745,46.737
10,,109.217,118.158,98.059,138.000,-45.000,73.784
11,,98.715,107.121,87.726,155.000,-66.801,66.223
12,,71.411,99.765,86.000,124.000,-40.030,47.318
13,,84.013,143.559,113.000,196.840,-23.962,57.094
14,,96.615,125.153,103.656,192.000,18.034,65.538
15,Mean,87.913,110.716,89.678,158.080,7.287,59.127
16,SD,10.956,50.262,50.085,51.432,44.279,7.427
17,Min,69.311,15.410,0.000,55.275,-66.801,46.737
18,Max,109.217,161.756,141.303,220.000,65.433,73.784
