 ,Label,Area,Mean,Min,Max,Angle,Length
1,,25.422,55.079,37.857,143.000,8.130,29.710
2,,52.256,71.751,64.000,114.000,51.096,61.551
3,,46.607,103.281,94.917,111.994,57.529,54.783
4,,49.432,103.195,94.000,157.000,56.768,58.269
5,,57.199,82.146,76.000,109.000,52.125,67.069
6,,57.199,73.405,63.000,120.880,53.130,67.227
7,,57.199,74.541,68.880,113.000,53.130,67.227
8,,10.592,99.257,94.286,106.000,72.897,11.430
9,Mean,44.488,82.832,74.118,121.859,50.601,52.158
10,SD,17.264,17.541,20.023,18.273,18.525,20.604
11,Min,10.592,55.079,37.857,106.000,8.130,11.430
12,Max,57.199,103.281,94.917,157.000,72.897,67.227
