 ,Label,Area,Mean,Min,Max,Angle,Length
1,,34.111,139.606,127.333,150.000,-14.036,11.452
2,,20.467,130.389,123.667,134.000,-26.565,5.840
3,,20.467,126.222,121.667,130.000,-26.565,6.338
4,,20.467,143.111,129.333,155.333,0.000,5.224
5,,20.467,147.481,130.333,156.667,-26.565,6.338
6,,13.644,152.389,128.667,176.111,0.000,3.590
7,,13.644,98.611,91.111,106.111,0.000,2.753
8,,13.644,111.167,82.667,139.667,45.000,3.590
9,,20.467,143.167,123.667,160.833,135.000,5.077
10,,13.644,93.722,44.000,143.444,153.435,3.894
11,,13.644,97.500,80.000,115.000,90.000,2.612
12,,27.289,135.151,113.333,158.827,26.565,7.490
13,,20.467,106.315,85.000,126.000,45.000,4.353
14,,13.644,122.611,93.889,151.333,90.000,3.483
15,,13.644,112.333,85.000,139.667,135.000,2.463
16,,13.644,118.833,98.000,139.667,135.000,2.753
17,,20.467,121.481,98.333,141.778,116.565,4.353
18,,20.467,133.648,101.667,168.444,135.000,4.353
19,,13.644,135.333,118.333,152.333,90.000,3.139
20,,20.467,130.352,114.111,140.278,0.000,4.353
21,,13.644,140.667,130.333,151.000,-45.000,3.139
22,,13.644,131.667,116.333,147.000,0.000,1.947
23,,20.467,117.556,96.333,144.667,0.000,5.224
24,,13.644,123.889,109.778,138.000,45.000,2.463
25,,13.644,139.667,103.667,175.667,63.435,3.590
26,,20.467,127.704,108.222,144.889,26.565,4.925
27,,13.644,131.667,113.667,149.667,45.000,2.463
28,,13.644,101.000,82.333,119.667,45.000,3.139
29,,13.644,55.278,45.667,64.889,135.000,3.694
30,,13.644,120.000,115.444,124.556,-45.000,3.894
31,,13.644,111.658,106.655,116.660,0.000,3.636
32,,13.644,127.744,125.732,129.757,0.000,2.571
33,,20.467,117.099,89.364,131.964,-26.565,4.741
34,,13.644,136.165,122.014,150.316,26.565,3.636
35,,20.467,106.073,87.826,118.314,26.565,4.741
36,,13.644,111.532,100.432,122.631,0.000,3.636
37,,20.467,111.321,96.005,130.832,63.435,5.143
38,,13.644,91.252,64.198,118.306,90.000,3.636
39,Mean,17.055,121.088,102.740,138.534,40.864,4.202
40,SD,4.692,19.024,21.807,20.704,58.185,1.728
41,Min,13.644,55.278,44.000,64.889,-45.000,1.947
42,Max,34.111,152.389,130.333,176.111,153.435,11.452
