 ,Label,Area,Mean,Min,Max,Angle,Length
1,,2.480,179.000,156.500,219.000,-104.036,2.904
2,,1.984,232.500,206.000,251.000,-90.000,2.113
3,,4.959,207.027,191.000,220.235,-116.565,6.299
4,,5.951,221.545,201.636,242.364,-105.255,8.029
5,,2.976,196.067,153.000,221.400,-101.310,3.591
6,,3.967,182.189,150.000,197.837,-123.690,5.078
7,,4.959,166.204,125.000,211.037,-130.601,6.493
8,,2.480,163.500,154.000,177.500,-116.565,3.149
9,,2.480,132.700,100.000,169.000,-63.435,3.149
10,,11.406,228.292,179.000,247.636,-84.806,15.557
11,,2.480,176.950,157.000,193.750,-104.036,2.904
12,,2.480,166.300,143.000,184.250,-104.036,2.904
13,,5.455,215.720,176.000,225.800,-113.962,6.936
14,,4.463,160.924,121.000,216.000,-119.745,5.678
15,,2.480,166.800,133.000,192.000,-90.000,2.817
16,,1.984,193.917,176.000,206.000,-108.435,2.227
17,,4.463,224.722,177.000,243.000,-104.036,5.807
18,,2.976,226.833,173.000,243.000,-78.690,3.591
19,,1.984,200.778,158.000,224.222,-45.000,1.992
20,,5.455,231.541,187.000,249.800,-60.945,7.250
21,,3.472,201.738,161.000,239.500,-120.964,4.106
22,,8.927,244.481,226.305,251.706,-118.072,11.972
23,,2.976,218.500,180.000,235.000,-126.870,3.521
24,,2.480,207.350,165.000,238.000,-123.690,2.539
25,,6.943,235.130,185.000,252.385,-122.471,9.182
26,,3.967,210.954,166.000,227.163,-135.000,4.980
27,,3.472,198.667,176.000,226.000,-135.000,3.984
28,,2.480,238.000,203.000,252.000,-90.000,2.817
29,,3.472,170.000,118.000,219.000,-90.000,4.225
30,,3.967,235.651,202.000,249.367,-116.565,4.724
31,,1.984,202.389,192.000,211.000,-135.000,1.992
32,,3.472,230.865,190.000,253.000,-128.660,4.509
33,,7.935,227.924,177.000,250.222,-137.726,10.469
34,Mean,4.043,202.884,168.438,225.430,-107.429,5.075
35,SD,2.183,28.431,28.187,23.872,22.842,3.107
36,Min,1.984,132.700,100.000,169.000,-137.726,1.992
37,Max,11.406,244.481,226.305,253.000,-45.000,15.557
