 ,Label,Area,Mean,Min,Max,Angle,Length
1,,2.108,194.125,189.000,199.000,-33.690,2.341
2,,4.216,194.956,163.000,207.667,-40.601,5.986
3,,2.951,191.079,163.000,210.000,-45.000,3.673
4,,2.530,172.080,142.000,204.000,-53.130,3.246
5,,2.108,190.800,164.000,216.000,-26.565,2.904
6,,2.108,173.050,169.000,176.500,-33.690,2.341
7,,2.951,186.016,164.000,207.000,-45.000,3.673
8,,1.686,199.667,188.000,207.444,-45.000,1.836
9,Mean,2.582,187.722,167.750,203.451,-40.334,3.250
10,SD,0.795,10.139,15.116,11.911,8.510,1.288
11,Min,1.686,172.080,142.000,176.500,-53.130,1.836
12,Max,4.216,199.667,189.000,216.000,-26.565,5.986
