 ,Label,Area,Mean,Min,Max,Angle,Length
1,,27.744,121.156,105.451,195.000,82.360,47.548
2,,33.359,76.990,64.569,187.000,80.256,57.728
3,,29.395,63.034,41.000,204.000,90.000,50.574
4,,30.386,119.780,111.571,152.557,72.759,52.352
5,,23.120,114.526,102.565,141.000,74.962,39.870
6,,24.111,30.521,1.611,138.000,74.604,41.130
7,,29.065,87.067,72.411,132.000,69.057,49.844
8,,24.771,91.614,73.784,162.000,79.144,42.718
9,,27.414,29.288,0.000,158.000,66.894,46.862
10,Mean,27.707,81.553,63.662,163.284,76.671,47.625
11,SD,3.288,35.264,42.059,26.185,7.116,5.756
12,Min,23.120,29.288,0.000,132.000,66.894,39.870
13,Max,33.359,121.156,111.571,204.000,90.000,57.728
