 ,Label,Area,Mean,Min,Max,Angle,Length
1,,2.118,100.167,97.000,102.000,26.565,1.879
2,,5.649,142.099,134.000,144.816,45.000,5.942
3,,14.123,141.869,104.911,179.000,47.121,16.055
4,,5.649,143.765,123.000,154.612,63.435,5.637
5,,10.592,132.419,93.000,146.786,36.027,11.430
6,,7.062,131.273,99.000,154.457,54.462,7.229
7,,1.412,107.500,105.000,110.000,45.000,1.188
8,Mean,6.658,128.442,107.987,141.667,45.373,7.051
9,SD,4.501,17.623,14.981,26.886,11.925,5.238
10,Min,1.412,100.167,93.000,102.000,26.565,1.188
11,Max,14.123,143.765,134.000,179.000,63.435,16.055
