 ,Label,Area,Mean,Min,Max,Angle,Length
1,,26.128,54.719,40.000,157.000,-58.496,30.554
2,,40.958,73.616,65.000,132.000,-49.939,48.310
3,,54.375,117.000,98.165,201.000,-38.073,64.048
4,,57.199,107.882,93.675,199.000,-35.870,67.405
5,,60.730,88.694,77.000,172.000,-35.929,71.606
6,,53.669,76.943,63.482,174.000,-38.541,63.388
7,,65.673,85.939,71.772,187.320,-32.137,77.407
8,,20.479,103.424,88.214,119.000,-40.601,23.243
9,Mean,47.401,88.527,74.663,167.665,-41.198,55.745
10,SD,16.537,20.401,19.016,29.982,8.710,19.750
11,Min,20.479,54.719,40.000,119.000,-58.496,23.243
12,Max,65.673,117.000,98.165,201.000,-32.137,77.407
