 ,Label,Area,Mean,Min,Max,Angle,Length
1,,96.615,142.531,105.000,180.415,-62.301,65.473
2,,84.013,146.050,135.231,174.188,-48.122,56.446
3,,73.511,123.505,104.038,149.000,-25.821,49.910
4,,94.515,26.908,0.000,215.000,-35.838,64.357
5,,100.816,145.916,128.814,171.000,-39.806,67.914
6,,109.217,91.327,65.316,104.433,-147.875,73.584
7,,119.719,118.138,100.053,129.346,-142.927,81.738
8,,79.812,42.837,29.649,82.000,-117.255,53.798
9,,77.712,144.412,131.306,166.083,-112.989,51.951
10,,102.916,140.639,92.274,205.000,-117.096,70.000
11,,90.314,17.169,0.000,163.000,-49.844,60.678
12,,111.317,82.033,38.774,150.000,-39.523,75.152
13,,111.317,105.915,42.692,216.192,2.203,75.417
14,,75.612,130.422,120.589,137.332,61.260,51.239
15,,77.712,138.987,122.333,212.000,63.435,51.850
16,Mean,93.675,106.453,81.071,163.666,-54.167,63.300
17,SD,15.183,44.935,47.724,39.947,65.505,10.467
18,Min,73.511,17.169,0.000,82.000,-147.875,49.910
19,Max,119.719,146.050,135.231,216.192,63.435,81.738
