 ,Label,Area,Mean,Min,Max,Angle,Length
1,,114.735,81.893,77.000,91.000,56.310,33.446
2,,143.419,83.625,80.845,97.252,8.130,42.787
3,,66.929,87.461,86.080,91.268,59.036,18.447
4,,143.419,80.644,77.781,87.449,24.775,42.906
5,,191.225,76.826,72.734,88.865,32.005,57.894
6,,162.541,86.006,84.000,89.734,39.806,48.420
7,,143.419,79.219,75.731,87.270,26.565,42.906
8,,105.174,90.605,86.310,98.903,41.186,31.413
9,,95.612,89.714,82.030,110.878,45.000,27.423
10,,57.367,94.193,75.702,113.454,180.000,14.757
11,,133.857,81.287,77.000,99.033,165.964,39.821
12,,124.296,86.259,84.004,92.120,138.366,38.029
13,,114.735,82.004,79.268,83.962,123.690,33.255
14,,57.367,86.684,84.073,93.079,45.000,15.652
15,,95.612,82.888,79.039,95.950,77.471,26.411
16,,95.612,83.830,79.534,87.595,108.435,29.167
17,,105.174,90.797,87.606,97.930,146.310,31.737
18,,133.857,71.020,68.000,78.851,141.340,39.906
19,,86.051,155.279,148.220,173.569,33.690,24.051
20,,124.296,67.803,65.787,81.158,4.764,37.077
21,,152.980,118.726,110.317,150.656,-7.595,46.447
22,,172.102,105.387,98.000,127.817,-3.366,53.527
23,,191.225,102.071,87.173,147.790,32.005,58.856
24,,172.102,104.463,98.542,120.210,28.072,52.855
25,,86.051,114.415,109.142,126.730,45.000,26.087
26,,57.367,143.110,133.382,166.249,45.000,15.652
27,,28.684,188.942,178.449,201.719,90.000,5.833
28,,105.174,154.194,143.968,176.804,-26.565,32.216
29,,172.102,113.830,105.652,132.871,-28.072,52.855
30,,143.419,118.593,112.592,133.304,-8.130,43.064
31,,133.857,108.294,102.422,125.011,0.000,40.624
32,,162.541,109.793,99.962,123.454,-31.608,48.103
33,,76.490,99.325,91.439,118.000,-51.340,20.800
34,,114.735,107.184,104.000,113.500,-41.186,33.908
35,,143.419,92.610,86.857,97.750,-45.000,43.729
36,,162.541,93.232,88.182,101.000,-34.695,48.028
37,,57.367,113.955,112.000,116.160,-53.130,15.461
38,,95.612,103.123,87.889,133.000,-39.806,26.329
39,,124.296,80.637,72.375,116.000,-38.660,38.403
40,,172.102,101.674,86.644,150.500,-64.983,52.589
41,,124.296,137.308,117.750,185.000,-85.236,37.138
42,,133.857,132.562,106.210,167.000,32.471,40.316
43,,133.857,122.500,111.423,170.500,36.027,41.167
44,,86.051,136.885,132.375,148.000,14.036,25.917
45,,172.102,90.062,79.176,121.000,21.801,51.394
46,,143.419,104.638,94.071,132.500,4.086,43.317
47,,181.664,116.042,107.139,138.000,19.440,54.289
48,,66.929,114.278,101.361,141.500,30.964,18.872
49,Mean,122.105,103.456,96.026,121.278,27.862,36.318
50,SD,40.288,24.501,22.579,30.979,61.841,12.925
51,Min,28.684,67.803,65.787,78.851,-85.236,5.833
52,Max,191.225,188.942,178.449,201.719,180.000,58.856
