 ,Label,Area,Mean,Min,Max,Angle,Length
1,,15.609,115.700,52.000,176.800,-11.310,8.224
2,,13.007,126.963,75.000,157.562,-45.000,6.843
3,,23.413,106.382,15.688,165.000,-45.000,13.686
4,,20.812,118.829,63.245,159.531,-26.565,10.820
5,,20.812,250.051,232.000,254.612,-33.690,11.631
6,,18.210,222.206,200.000,249.000,45.000,9.124
7,,39.022,201.552,68.000,236.000,-30.256,22.407
8,,57.232,217.814,169.000,246.306,-35.218,33.562
9,Mean,26.015,169.937,109.367,205.601,-22.755,14.537
10,SD,14.847,58.410,79.188,44.360,29.416,9.065
11,Min,13.007,106.382,15.688,157.562,-45.000,6.843
12,Max,57.232,250.051,232.000,254.612,45.000,33.562
