 ,Label,Area,Mean,Min,Max,Angle,Length
1,,9.131,74.996,58.000,104.333,45.000,5.733
2,,5.478,106.333,98.333,115.333,0.000,2.703
3,,7.305,88.981,81.667,103.333,-45.000,3.822
4,,5.478,76.056,66.333,90.333,26.565,3.022
5,,10.331,78.156,60.707,124.000,45.000,8.035
6,,3.874,102.278,96.333,110.000,26.565,2.541
7,,5.165,85.917,77.667,98.667,-18.435,3.593
8,,5.165,86.250,73.667,103.333,0.000,3.409
9,Mean,6.491,87.371,76.588,106.166,9.962,4.107
10,SD,2.230,11.673,15.124,10.303,31.696,1.871
11,Min,3.874,74.996,58.000,90.333,-45.000,2.541
12,Max,10.331,106.333,98.333,124.000,45.000,8.035
