 ,Label,Area,Mean,Min,Max,Angle,Length
1,,48.217,130.556,108.333,144.083,116.565,13.457
2,,48.217,139.636,121.000,151.514,90.000,11.433
3,,28.930,158.963,134.000,171.667,108.435,7.536
4,,57.861,134.329,103.778,151.693,111.801,15.767
5,,48.217,141.842,121.333,153.667,78.690,13.615
6,,38.574,140.278,119.000,154.000,123.690,10.195
7,,48.217,141.333,118.333,156.500,90.000,12.465
8,,38.574,126.444,111.667,137.667,108.435,9.543
9,,57.861,143.796,115.000,155.133,90.000,16.562
10,,57.861,154.426,130.000,166.333,111.801,16.367
11,,38.574,137.371,124.774,155.586,71.565,10.246
12,,28.930,138.763,133.066,147.516,153.435,6.147
13,,67.504,155.634,127.591,165.263,120.964,17.508
14,Mean,46.734,141.798,120.606,154.663,105.799,12.372
15,SD,11.709,9.589,9.321,9.193,21.750,3.587
16,Min,28.930,126.444,103.778,137.667,71.565,6.147
17,Max,67.504,158.963,134.000,171.667,153.435,17.508
