 ,Label,Area,Mean,Min,Max,Angle,Length
1,,4.245,193.077,96.000,226.000,-90.000,6.857
2,,2.939,189.031,147.000,211.062,-113.199,4.352
3,,4.245,171.321,97.000,195.000,-99.462,6.952
4,,3.265,185.905,140.000,211.519,-116.565,5.111
5,,6.531,173.759,32.177,240.535,-108.435,10.842
6,,7.510,223.103,205.000,235.523,-120.069,12.545
7,,2.286,180.452,168.000,195.667,-120.964,3.332
8,,5.878,209.422,187.391,225.336,-110.556,9.765
9,,3.265,166.896,133.000,193.185,-116.565,5.111
10,Mean,4.463,188.107,133.952,214.870,-110.646,7.207
11,SD,1.789,18.390,52.956,17.952,10.174,3.170
12,Min,2.286,166.896,32.177,193.185,-120.964,3.332
13,Max,7.510,223.103,205.000,240.535,-90.000,12.545
