 ,Label,Area,Mean,Min,Max,Angle,Length
1,,40.472,146.364,127.211,220.000,43.290,61.550
2,,36.678,148.325,134.708,203.918,50.194,55.783
3,,34.570,134.038,119.494,166.000,41.517,52.897
4,,32.884,117.608,107.174,159.000,49.236,49.721
5,,32.462,143.976,130.566,180.000,56.310,49.162
6,,37.943,144.034,127.404,228.000,53.643,58.049
7,,34.148,149.097,131.136,232.000,60.876,52.029
8,,22.344,169.139,157.385,227.000,41.082,33.594
9,,21.501,162.335,147.000,175.894,47.420,32.627
10,Mean,32.556,146.102,131.342,199.090,49.285,49.490
11,SD,6.537,14.893,14.545,29.075,6.806,10.084
12,Min,21.501,117.608,107.174,159.000,41.082,32.627
13,Max,40.472,169.139,157.385,232.000,60.876,61.550
