 ,Label,Area,Mean,Min,Max,Angle,Length
1,,45.568,127.240,111.439,183.000,80.074,42.298
2,,45.568,98.321,83.976,135.000,91.397,42.719
3,,53.163,122.806,31.031,253.922,110.695,50.106
4,,52.078,106.335,81.746,198.000,63.435,48.911
5,,53.163,75.147,51.439,163.000,39.958,50.279
6,,70.522,115.815,88.188,189.000,66.218,67.158
7,,50.993,110.457,88.269,157.000,62.879,47.982
8,,50.993,114.084,103.188,139.000,117.121,47.982
9,,50.993,90.582,75.109,161.000,93.731,48.016
10,,42.313,102.395,91.526,139.000,118.610,39.154
11,Mean,51.535,106.318,80.591,171.792,84.412,48.460
12,SD,7.625,15.549,23.682,36.164,26.448,7.557
13,Min,42.313,75.147,31.031,135.000,39.958,39.154
14,Max,70.522,127.240,111.439,253.922,118.610,67.158
