 ,Label,Area,Mean,Min,Max,Angle,Length
1,,21.468,123.212,106.375,180.000,-6.242,37.000
2,,26.092,91.181,65.702,221.000,-8.130,44.701
3,,26.092,77.180,41.436,204.000,3.668,44.919
4,,23.450,21.721,0.041,120.000,-14.036,40.283
5,,24.771,120.799,102.622,191.000,-14.783,42.795
6,,25.762,129.823,109.927,205.000,-21.251,44.397
7,,21.138,10.728,0.000,137.000,-20.450,36.188
8,,20.147,98.008,73.000,173.000,4.764,34.602
9,,26.092,92.015,71.437,208.000,-25.907,44.724
10,Mean,23.890,84.963,63.393,182.111,-11.374,41.068
11,SD,2.410,42.704,42.173,33.994,10.802,4.157
12,Min,20.147,10.728,0.000,120.000,-25.907,34.602
13,Max,26.092,129.823,109.927,221.000,4.764,44.919
