 ,Label,Area,Mean,Min,Max,Angle,Length
1,,8.483,128.593,118.667,130.333,0.000,7.767
2,,2.828,113.778,100.000,120.667,0.000,1.942
3,,12.253,104.279,91.000,113.667,-24.444,11.731
4,,12.253,116.500,77.000,128.333,14.036,12.009
5,,14.138,121.956,106.667,131.333,-4.086,13.627
6,,10.368,119.576,92.000,131.333,0.000,9.709
7,,10.368,123.030,103.000,132.133,-11.310,9.901
8,,6.598,125.905,123.333,129.333,9.462,5.905
9,,4.713,104.750,93.000,112.667,-56.310,3.500
10,,8.483,129.347,125.333,132.333,-29.745,7.827
11,,5.655,127.067,120.667,131.333,-36.870,4.854
12,,10.368,118.853,109.000,127.333,-36.870,9.709
13,,9.426,123.759,116.333,131.333,-54.462,8.352
14,,18.851,122.899,101.000,130.281,-51.340,18.650
15,Mean,9.627,120.021,105.500,127.315,-20.138,8.963
16,SD,4.103,7.912,14.314,6.685,24.380,4.323
17,Min,2.828,104.279,77.000,112.667,-56.310,1.942
18,Max,18.851,129.347,125.333,132.333,14.036,18.650
