 ,Label,Area,Mean,Min,Max,Angle,Length
1,,26.015,136.456,120.222,150.000,83.660,14.605
2,,114.464,118.316,84.737,188.000,66.975,70.101
3,,130.073,41.949,0.312,65.525,61.858,78.653
4,,101.457,29.472,1.670,97.000,54.638,61.312
5,,171.696,45.208,0.472,197.000,51.203,105.544
6,,153.486,25.941,0.000,199.000,62.103,93.074
7,,104.058,71.161,29.604,181.000,57.529,63.089
8,,96.254,165.957,133.023,227.000,69.075,58.711
9,Mean,112.188,79.307,46.255,163.066,63.380,68.136
10,SD,43.806,53.788,57.436,55.451,10.138,27.156
11,Min,26.015,25.941,0.000,65.525,51.203,14.605
12,Max,171.696,165.957,133.023,227.000,83.660,105.544
