 ,Label,Area,Mean,Min,Max,Angle,Length
1,,51.708,139.667,138.667,140.667,-90.000,4.794
2,,51.708,139.167,134.333,144.000,-63.435,7.580
3,,25.854,121.222,121.222,121.222,0.000,2.397
4,,51.708,145.333,145.000,145.667,0.000,3.390
5,,77.561,164.765,162.556,167.815,0.000,10.169
6,,25.854,159.704,159.704,159.704,0.000,1.695
7,,103.415,159.793,148.667,165.963,45.000,15.626
8,,77.561,140.302,138.021,144.552,63.435,11.992
9,,51.708,141.208,140.333,142.083,90.000,3.813
10,,51.708,139.833,138.583,141.083,0.000,2.842
11,,51.708,130.344,126.917,133.771,45.000,6.356
12,,51.708,132.958,131.833,134.083,45.000,4.583
13,,51.708,128.583,128.333,128.833,0.000,4.020
14,,51.708,134.583,132.083,137.083,45.000,6.845
15,,77.561,144.685,140.778,146.778,-116.565,9.883
16,,103.415,142.315,134.889,146.519,-116.565,13.665
17,,51.708,142.667,142.000,143.333,0.000,3.390
18,,51.708,131.167,130.000,132.333,-90.000,5.085
19,,51.708,143.389,143.111,143.667,180.000,4.794
20,,51.708,140.889,140.111,141.667,0.000,3.390
21,,77.561,132.531,130.037,133.889,-135.000,8.474
22,,77.561,136.889,133.222,139.778,-135.000,8.474
23,,77.561,140.870,138.778,142.333,-153.435,8.474
24,,51.708,140.444,139.333,141.556,180.000,6.780
25,,51.708,140.611,140.333,140.889,-135.000,7.191
26,,51.708,139.000,135.667,142.333,180.000,6.988
27,,51.708,143.667,141.667,145.667,-135.000,6.111
28,,51.708,134.204,129.074,139.333,180.000,5.085
29,Mean,59.094,140.385,138.045,142.379,-4.163,6.567
30,SD,18.426,9.259,8.919,9.757,104.204,3.403
31,Min,25.854,121.222,121.222,121.222,-153.435,1.695
32,Max,103.415,164.765,162.556,167.815,180.000,15.626
