 ,Label,Area,Mean,Min,Max,Angle,Length
1,,82.276,72.867,65.087,98.000,-28.811,42.262
2,,71.992,74.724,71.000,87.000,-32.905,37.491
3,,82.276,39.286,33.783,69.000,-50.194,43.383
4,,95.989,6.176,0.000,59.000,-51.009,50.026
5,,78.848,1.610,0.000,5.000,-57.724,41.608
6,,82.276,39.893,25.147,97.000,-34.380,42.626
7,,41.138,43.868,35.000,70.000,-45.000,20.948
8,,92.561,28.659,5.808,95.000,-40.365,48.601
9,Mean,78.420,38.385,29.478,72.500,-42.548,40.868
10,SD,16.838,26.798,27.666,30.993,10.139,8.974
11,Min,41.138,1.610,0.000,5.000,-57.724,20.948
12,Max,95.989,74.724,71.000,98.000,-28.811,50.026
