 ,Label,Area,Mean,Min,Max,Angle,Length
1,,40.739,116.967,108.901,121.282,-26.565,9.059
2,,67.898,142.098,126.591,151.611,-33.690,13.530
3,,54.318,136.320,114.273,150.256,-33.690,12.563
4,,190.114,170.408,137.182,181.597,-34.992,46.736
5,,27.159,125.509,124.161,126.857,0.000,5.025
6,,122.216,155.249,142.430,161.759,-50.194,28.647
7,,81.477,152.111,140.901,158.636,-30.964,20.257
8,,54.318,139.720,131.562,145.614,-45.000,10.660
9,,40.739,132.325,127.851,135.835,-45.000,5.618
10,,40.739,139.592,126.074,150.264,-63.435,7.945
11,,67.898,146.100,123.756,157.517,-26.565,14.650
12,,81.477,172.793,159.950,181.033,-45.000,17.766
13,,40.739,125.632,118.851,130.386,-45.000,5.618
14,,40.739,157.653,151.376,161.186,-26.565,7.945
15,,162.955,174.768,165.678,184.073,-63.435,41.590
16,,40.739,117.976,104.983,126.612,-63.435,7.107
17,,67.898,123.361,112.091,129.422,-56.310,14.650
18,Mean,71.892,142.858,130.389,150.232,-40.579,15.845
19,SD,45.740,18.682,17.356,20.084,16.658,12.307
20,Min,27.159,116.967,104.983,121.282,-63.435,5.025
21,Max,190.114,174.768,165.678,184.073,0.000,46.736
