 ,Label,Area,Mean,Min,Max,Angle,Length
1,,27.622,83.523,74.176,100.000,-47.386,42.987
2,,29.223,70.732,60.000,108.000,135.000,45.634
3,,30.424,73.479,63.600,91.000,132.839,47.457
4,,31.225,76.619,61.019,124.000,130.764,48.451
5,,27.622,100.149,84.048,128.000,148.173,43.191
6,,35.228,64.692,54.000,118.000,-43.603,55.046
7,,30.825,64.481,53.000,110.000,-90.000,48.086
8,,31.625,89.379,78.822,103.000,-76.675,49.416
9,,32.426,98.147,88.905,160.000,-78.408,50.379
10,,28.022,88.422,76.000,153.000,-138.504,43.927
11,Mean,30.424,80.962,69.357,119.500,7.220,47.457
12,SD,2.409,12.963,12.686,22.471,114.436,3.731
13,Min,27.622,64.481,53.000,91.000,-138.504,42.987
14,Max,35.228,100.149,88.905,160.000,148.173,55.046
