 ,Label,Area,Mean,Min,Max,Angle,Length
1,,126.697,11.372,0.000,130.000,-33.111,58.410
2,,122.172,58.895,46.031,89.378,-48.180,55.191
3,,81.448,126.878,118.284,161.094,-28.072,36.811
4,,126.697,93.404,81.697,145.948,-59.744,57.749
5,,117.647,50.187,36.099,113.575,-58.241,53.144
6,,122.172,3.965,0.000,53.440,60.524,56.256
7,,99.548,90.319,81.358,100.192,19.290,45.022
8,,113.122,82.637,75.010,102.596,-92.386,50.906
9,,135.747,99.773,90.559,139.096,-24.775,60.938
10,,135.747,60.048,44.152,116.875,-36.469,61.067
11,,104.072,98.927,94.044,102.937,-54.162,46.103
12,,113.122,87.238,79.550,125.977,-60.255,51.605
13,,122.172,17.764,9.740,50.122,-98.746,55.877
14,,113.122,14.724,0.566,69.021,-82.875,51.234
15,,131.222,77.055,65.017,143.426,-94.086,60.031
16,,131.222,92.135,81.965,156.680,-96.116,58.673
17,Mean,118.496,66.583,56.505,112.522,-49.213,53.689
18,SD,14.425,37.350,37.958,34.399,43.363,6.635
19,Min,81.448,3.965,0.000,50.122,-98.746,36.811
20,Max,135.747,126.878,118.284,161.094,60.524,61.067
