 ,Label,Area,Mean,Min,Max,Angle,Length
1,,2.802,108.905,103.000,111.444,-45.000,3.579
2,,2.802,109.992,102.000,115.000,-51.340,4.051
3,,4.804,108.416,99.000,111.967,-45.000,7.158
4,,2.002,115.438,105.000,120.562,-45.000,2.684
5,,0.801,129.000,128.000,130.000,-90.000,0.633
6,,2.002,149.000,141.000,155.500,-104.036,2.609
7,,2.802,117.722,88.000,141.000,-51.340,4.051
8,,0.801,125.000,124.000,126.000,90.000,0.633
9,Mean,2.352,120.434,111.250,126.434,-42.715,3.175
10,SD,1.292,13.779,17.774,15.442,58.277,2.106
11,Min,0.801,108.416,88.000,111.444,-104.036,0.633
12,Max,4.804,149.000,141.000,155.500,90.000,7.158
