 ,Label,Area,Mean,Min,Max,Angle,Length
1,,15.212,82.611,77.676,90.000,42.797,23.282
2,,15.212,68.319,62.107,89.000,45.000,23.264
3,,20.416,78.347,70.260,98.000,32.735,31.591
4,,20.817,81.318,69.765,118.000,24.075,32.571
5,,18.415,102.636,93.178,130.000,44.091,28.189
6,,23.219,69.948,53.175,145.000,42.138,35.836
7,,21.617,76.310,51.491,154.000,1.081,33.540
8,,23.219,97.217,84.772,150.000,16.220,36.242
9,,23.219,100.192,88.712,154.000,30.619,36.026
10,,18.014,91.565,79.455,156.000,-45.000,27.738
11,Mean,19.936,84.846,73.059,128.400,23.376,30.828
12,SD,3.106,12.373,14.331,27.641,27.869,4.978
13,Min,15.212,68.319,51.491,89.000,-45.000,23.264
14,Max,23.219,102.636,93.178,156.000,45.000,36.242
