 ,Label,Area,Mean,Min,Max,Angle,Length
1,,40.387,88.148,84.000,92.000,-22.380,37.907
2,,49.952,47.637,37.261,64.000,-34.380,47.467
3,,47.827,53.456,43.000,73.000,-52.352,45.571
4,,44.638,2.390,0.000,8.000,-46.975,42.306
5,,52.078,57.567,52.000,82.000,-35.676,49.495
6,,49.952,5.886,0.000,75.000,2.490,47.467
7,,51.015,76.550,68.000,99.000,-2.437,48.497
8,,59.517,107.982,92.000,130.000,-1.042,56.710
9,,36.136,83.191,73.000,137.000,-19.537,33.911
10,,55.266,32.544,9.000,155.118,-40.236,52.668
11,,56.329,87.288,75.811,135.000,-42.647,53.260
12,,48.889,112.569,102.000,152.000,-26.565,46.104
13,,46.764,127.521,124.000,132.000,-47.816,44.521
14,,43.575,79.192,59.000,114.000,-42.955,40.849
15,,27.633,77.262,63.000,101.000,-49.899,25.608
16,,24.445,168.063,163.091,173.000,-50.528,22.704
17,,36.136,178.847,169.000,193.000,-46.219,34.270
18,,32.947,194.455,191.000,198.000,-55.784,31.167
19,,56.329,118.085,95.000,196.000,-46.548,53.964
20,,54.203,172.409,157.000,214.000,-28.610,51.670
21,,51.015,116.228,99.000,173.000,-34.695,48.901
22,,44.638,124.324,113.000,139.000,-37.999,41.864
23,,42.512,156.911,150.000,182.000,-34.509,40.034
24,,37.198,62.650,43.059,162.000,-26.565,34.578
25,,57.392,78.270,59.000,117.000,-29.476,54.474
26,Mean,45.871,96.377,84.849,131.845,-34.134,43.439
27,SD,9.370,51.511,52.523,50.045,15.988,9.129
28,Min,24.445,2.390,0.000,8.000,-55.784,22.704
29,Max,59.517,194.455,191.000,214.000,2.490,56.710
