 ,Label,Area,Mean,Min,Max,Angle,Length
1,,63.348,11.782,0.000,95.000,41.987,28.618
2,,72.398,72.557,54.000,140.423,36.870,32.959
3,,45.249,125.146,118.769,137.132,54.462,18.268
4,,76.923,98.419,83.148,133.574,37.569,34.454
5,,72.398,51.892,30.274,84.198,42.510,32.822
6,,67.873,98.340,83.647,117.009,-81.254,29.058
7,,54.299,9.564,0.000,65.328,-33.690,23.663
8,,81.448,95.442,77.177,140.098,14.036,35.225
9,,72.398,106.054,93.634,133.927,53.130,32.028
10,,76.923,72.409,49.657,145.728,55.305,33.229
11,,63.348,106.986,97.074,144.802,53.973,27.838
12,,67.873,99.763,83.958,157.479,30.256,29.517
13,,81.448,40.025,10.477,126.459,10.008,36.413
14,,81.448,32.645,0.000,115.113,6.710,36.197
15,,72.398,76.392,64.184,105.012,3.814,31.570
16,,72.398,89.118,78.725,111.187,3.814,31.464
17,Mean,70.136,74.158,57.795,122.029,20.594,30.833
18,SD,9.914,35.269,38.724,25.008,36.824,4.740
19,Min,45.249,9.564,0.000,65.328,-81.254,18.268
20,Max,81.448,125.146,118.769,157.479,55.305,36.413
