 ,Label,Area,Mean,Min,Max,Angle,Length
1,,21.633,54.602,42.483,61.500,-33.690,6.337
2,,37.858,90.051,72.787,97.506,-26.565,13.955
3,,32.450,83.825,61.342,93.732,-30.964,12.189
4,,135.208,125.832,87.549,137.052,-30.964,54.677
5,,16.225,64.509,52.833,71.558,-26.565,5.109
6,,118.983,94.361,58.578,110.212,-39.094,48.260
7,,64.900,91.641,71.278,99.002,-37.875,26.357
8,,43.267,80.352,53.309,92.909,-26.565,15.261
9,,43.267,67.815,36.219,82.567,-26.565,15.261
10,,43.267,75.813,54.758,91.663,-56.310,16.524
11,,54.083,87.966,54.793,102.011,-45.000,20.039
12,,59.492,115.931,76.412,135.117,-40.601,22.134
13,,37.858,81.335,42.647,98.641,-45.000,13.064
14,,27.042,86.284,71.402,94.743,-26.565,8.962
15,Mean,52.538,85.737,59.742,97.730,-35.166,19.866
16,SD,34.495,18.696,14.613,20.443,9.199,14.620
17,Min,16.225,54.602,36.219,61.500,-56.310,5.109
18,Max,135.208,125.832,87.549,137.052,-26.565,54.677
