 ,Label,Area,Mean,Min,Max,Angle,Length
1,,180.231,91.709,82.588,111.000,-79.992,54.624
2,,250.320,71.143,63.304,97.122,-75.964,76.474
3,,280.359,55.236,48.000,75.166,-76.504,84.011
4,,320.410,49.576,38.536,80.062,-66.801,98.486
5,,310.397,63.737,55.289,90.732,-64.290,94.011
6,,340.436,55.258,46.025,91.865,-61.113,103.707
7,,230.295,55.694,47.105,77.707,-54.162,68.317
8,,330.423,53.415,44.000,77.254,-54.866,102.739
9,,300.384,30.856,23.647,57.502,-61.699,91.893
10,,290.372,45.556,37.535,73.481,-57.995,88.895
11,,290.372,23.305,20.135,31.482,-59.036,88.895
12,,320.410,31.821,23.997,48.046,-51.340,98.486
13,,290.372,47.019,40.319,68.361,-60.751,89.789
14,,300.384,45.377,39.236,63.754,-69.677,91.426
15,,280.359,46.904,32.000,71.390,-83.660,84.147
16,,150.192,50.797,43.314,77.608,-63.435,42.729
17,Mean,279.107,51.088,42.814,74.533,-65.080,84.914
18,SD,52.714,16.177,15.562,19.098,9.623,16.958
19,Min,150.192,23.305,20.135,31.482,-83.660,42.729
20,Max,340.436,91.709,82.588,111.000,-51.340,103.707
