 ,Label,Area,Mean,Min,Max,Angle,Length
1,,26.631,103.917,99.080,112.667,53.130,22.522
2,,31.703,116.257,105.661,121.896,77.735,26.506
3,,43.117,113.131,100.627,148.333,75.964,37.145
4,,38.044,89.882,79.855,121.000,51.953,32.889
5,,48.189,65.128,46.605,139.333,51.582,41.681
6,,50.725,91.223,79.188,116.333,53.427,43.469
7,,57.066,98.247,88.875,122.333,58.134,49.060
8,,53.262,90.430,84.168,104.000,68.459,46.006
9,,46.921,90.273,77.556,117.667,52.815,40.991
10,,45.653,79.055,67.120,116.667,66.371,39.333
11,,49.457,95.019,85.548,119.667,56.725,43.102
12,,48.189,91.004,80.630,137.333,53.746,41.894
13,,51.994,88.664,79.523,116.333,78.408,44.833
14,,39.312,78.059,71.689,89.667,47.726,33.482
15,,44.385,110.321,99.000,148.333,45.000,38.222
16,Mean,44.977,93.374,83.008,122.104,59.412,38.742
17,SD,8.189,13.730,15.018,15.804,11.090,7.266
18,Min,26.631,65.128,46.605,89.667,45.000,22.522
19,Max,57.066,116.257,105.661,148.333,78.408,49.060
