 ,Label,Area,Mean,Min,Max,Angle,Length
1,,79.798,20.956,0.000,98.000,-77.471,26.044
2,,71.818,79.292,53.750,103.000,-82.875,22.775
3,,79.798,93.124,84.731,126.000,-66.038,25.967
4,,79.798,81.726,74.864,89.346,-69.444,25.967
5,,79.798,53.671,42.753,87.000,-49.399,24.053
6,,95.757,64.476,47.277,99.500,-48.814,31.105
7,,103.737,73.673,68.333,82.000,-48.366,34.016
8,,87.777,47.663,31.810,86.000,-60.945,28.424
9,,95.757,90.174,64.806,136.000,-60.945,30.326
10,,127.676,95.678,81.900,129.500,-45.000,40.960
11,,95.757,89.117,76.574,130.500,-52.125,31.361
12,,111.717,45.745,0.040,119.500,-48.013,36.967
13,,79.798,90.980,73.556,116.000,-57.995,26.273
14,,71.818,96.873,92.383,104.500,-39.806,23.165
15,,95.757,113.322,100.174,169.000,-41.186,30.029
16,,71.818,108.104,94.000,150.750,-45.000,23.970
17,,95.757,10.018,0.665,50.000,-52.125,31.361
18,,71.818,123.885,110.383,143.000,-54.462,23.165
19,Mean,88.664,76.582,61.000,112.200,-55.556,28.663
20,SD,15.456,30.876,34.480,28.954,12.096,5.085
21,Min,71.818,10.018,0.000,50.000,-82.875,22.775
22,Max,127.676,123.885,110.383,169.000,-39.806,40.960
