 ,Label,Area,Mean,Min,Max,Angle,Length
1,,79.798,28.689,0.000,107.000,26.565,25.266
2,,79.798,89.875,76.500,131.000,6.340,25.774
3,,87.777,99.243,83.760,128.250,23.962,27.169
4,,95.757,88.779,77.736,132.000,36.870,30.227
5,,63.838,56.463,42.990,95.000,45.000,20.997
6,,95.757,68.885,46.165,134.000,37.875,31.105
7,,111.717,79.611,68.607,99.500,41.987,36.010
8,,87.777,56.506,34.950,120.000,36.870,29.391
9,,95.757,91.090,65.843,161.000,45.000,29.962
10,,111.717,91.600,78.834,117.000,48.013,38.004
11,,95.757,92.209,75.868,126.500,48.814,30.977
12,,87.777,15.377,0.220,100.000,48.814,29.118
13,,103.737,93.901,71.528,143.750,45.000,32.973
14,,71.818,100.639,91.000,116.500,69.444,23.677
15,,79.798,109.922,100.333,144.000,49.399,26.044
16,,79.798,104.500,96.127,115.000,35.538,24.053
17,,87.777,5.477,0.160,34.000,40.601,26.984
18,,63.838,120.318,110.561,130.000,50.194,20.997
19,Mean,87.777,77.394,62.288,118.583,40.905,28.263
20,SD,13.956,32.685,34.485,27.130,13.191,4.656
21,Min,63.838,5.477,0.000,34.000,6.340,20.997
22,Max,111.717,120.318,110.561,161.000,69.444,38.004
