 ,Label,Area,Mean,Min,Max,Angle,Length
1,,15.811,107.486,96.405,116.618,45.000,8.868
2,,15.811,110.051,100.802,119.461,26.565,7.313
3,,15.811,113.782,78.764,136.170,36.870,8.031
4,,15.811,158.878,125.421,178.626,36.870,8.031
5,,10.541,136.576,128.143,144.024,45.000,4.522
6,,21.082,167.437,148.857,177.228,33.690,11.832
7,,13.176,110.787,103.000,117.500,45.000,6.887
8,,15.811,134.131,108.556,146.596,36.870,7.804
9,,15.811,119.769,114.036,123.988,26.565,8.413
10,,15.811,107.887,88.000,115.920,36.870,8.117
11,,15.811,108.933,80.000,123.000,11.310,8.277
12,,13.176,130.300,121.000,136.000,26.565,7.260
13,,26.352,147.411,97.000,161.000,-6.340,14.700
14,,10.541,113.778,104.000,119.556,-45.000,4.592
15,,26.352,127.648,115.000,137.333,20.556,13.870
16,,13.176,112.450,91.000,125.750,14.036,6.693
17,Mean,16.305,125.457,106.249,136.173,24.402,8.451
18,SD,4.637,19.009,18.726,20.661,23.166,2.823
19,Min,10.541,107.486,78.764,115.920,-45.000,4.522
20,Max,26.352,167.437,148.857,178.626,45.000,14.700
