 ,Label,Area,Mean,Min,Max,Angle,Length
1,,58.131,100.438,72.734,179.000,67.166,48.507
2,,60.900,43.843,31.136,103.667,66.448,50.052
3,,52.595,74.819,61.765,123.667,71.075,43.529
4,,58.131,98.170,83.707,122.667,74.624,48.806
5,,56.747,96.302,74.354,107.729,64.722,46.838
6,,65.052,82.609,64.833,117.000,60.101,54.284
7,,33.218,128.322,95.087,183.000,50.194,27.566
8,Mean,54.968,89.215,69.088,133.819,64.904,45.655
9,SD,10.318,26.125,20.177,33.066,7.953,8.612
10,Min,33.218,43.843,31.136,103.667,50.194,27.566
11,Max,65.052,128.322,95.087,183.000,74.624,54.284
