 ,Label,Area,Mean,Min,Max,Angle,Length
1,,29.167,105.391,99.975,134.333,-32.276,25.306
2,,38.044,115.461,106.008,126.333,-30.964,32.832
3,,49.457,114.631,100.053,149.333,-26.565,42.807
4,,41.848,97.583,84.523,154.333,-33.690,36.542
5,,53.262,65.669,49.742,146.333,-43.025,46.212
6,,51.994,88.734,75.800,106.000,-47.045,44.620
7,,63.407,91.343,80.750,130.333,-26.565,55.398
8,,50.725,94.214,80.061,113.667,-35.707,44.378
9,,49.457,87.605,79.270,95.000,-41.760,42.271
10,,55.798,82.323,68.467,124.333,-40.314,48.736
11,,59.602,97.452,88.599,133.333,-38.853,52.058
12,,57.066,84.153,76.438,125.333,-39.472,49.600
13,,50.725,89.978,79.154,122.333,-94.399,44.048
14,,49.457,84.746,70.000,141.539,-45.000,42.999
15,,43.117,108.222,100.176,129.333,-51.072,37.636
16,Mean,49.542,93.834,82.601,128.791,-41.780,43.030
17,SD,8.700,13.245,14.780,15.965,16.220,7.633
18,Min,29.167,65.669,49.742,95.000,-94.399,25.306
19,Max,63.407,115.461,106.008,154.333,-26.565,55.398
