 ,Label,Area,Mean,Min,Max,Angle,Length
1,,21.358,130.607,99.889,145.693,-11.310,9.157
2,,10.679,83.111,75.444,95.000,-153.435,4.535
3,,7.119,88.889,76.444,101.333,-26.565,2.813
4,,24.918,104.508,87.333,109.333,-18.435,11.933
5,,7.119,103.111,103.000,103.222,0.000,1.258
6,,21.358,75.852,19.889,105.520,21.801,9.157
7,,64.074,102.816,71.111,119.614,-25.017,32.068
8,,17.798,94.400,91.444,102.000,-26.565,7.334
9,,21.358,93.648,81.222,105.333,-53.130,8.894
10,,21.358,83.537,77.778,94.000,-45.000,8.894
11,,32.037,95.710,91.417,102.333,-35.538,15.353
12,,24.918,100.735,88.667,107.333,-18.435,10.747
13,,24.918,100.889,74.000,114.333,-9.462,11.390
14,,24.918,103.175,95.667,111.000,9.462,11.596
15,,35.597,90.886,50.111,112.333,0.000,17.654
16,,28.477,119.021,94.667,134.050,8.130,12.641
17,,21.358,150.452,132.667,164.911,0.000,8.805
18,,17.798,137.378,122.222,148.833,0.000,7.651
19,,14.239,142.796,110.000,162.852,0.000,5.031
20,,35.597,135.906,130.122,145.663,12.529,16.544
21,,35.597,120.076,46.333,143.759,0.000,16.400
22,,24.918,117.698,104.667,128.333,18.435,11.596
23,,28.444,50.673,44.667,54.704,18.435,7.950
24,,21.333,57.111,53.000,63.000,0.000,5.622
25,,14.222,71.000,68.667,73.333,0.000,3.556
26,,28.444,49.056,37.111,59.000,26.565,7.330
27,,14.222,75.222,73.667,76.778,0.000,1.778
28,,21.333,42.333,37.000,45.000,0.000,5.333
29,,28.444,31.346,17.667,38.778,18.435,7.950
30,,21.333,72.667,57.000,84.000,0.000,5.622
31,,14.222,65.333,63.333,67.333,0.000,1.778
32,,14.222,73.111,65.222,81.000,45.000,3.975
33,,35.556,107.200,98.000,116.000,0.000,10.667
34,,28.444,85.380,71.222,93.481,0.000,7.111
35,,14.222,89.167,88.444,89.889,0.000,1.778
36,,28.444,85.278,72.000,94.667,0.000,7.111
37,,21.333,101.333,97.000,105.000,0.000,5.333
38,,14.222,113.167,113.000,113.333,0.000,3.556
39,,28.444,106.611,96.333,113.000,0.000,7.111
40,,71.111,118.187,112.778,123.314,12.529,24.180
41,,28.444,40.216,31.667,45.086,-26.565,7.330
42,,21.333,86.000,82.000,90.333,0.000,5.333
43,,28.444,78.444,59.333,92.000,0.000,7.111
44,,14.222,51.000,48.667,53.333,0.000,3.556
45,,28.444,24.556,15.667,35.000,0.000,7.111
46,Mean,24.587,89.991,76.168,99.203,-5.736,8.659
47,SD,11.940,29.606,29.145,32.138,28.805,5.895
48,Min,7.119,24.556,15.667,35.000,-153.435,1.258
49,Max,71.111,150.452,132.667,164.911,45.000,32.068
