 ,Label,Area,Mean,Min,Max,Angle,Length
1,,59.515,170.033,162.583,178.958,-87.614,37.062
2,,64.277,174.273,159.320,222.000,-57.529,40.485
3,,54.754,129.203,95.719,208.000,-35.838,33.182
4,,64.277,147.399,131.269,221.500,-17.745,40.742
5,,54.754,175.506,163.909,200.250,-27.759,34.171
6,,52.373,193.069,190.429,197.000,-46.975,31.658
7,,61.896,61.830,54.240,89.750,-43.363,39.292
8,,64.277,168.556,146.453,212.000,-33.690,39.586
9,,61.896,94.445,76.880,160.000,-35.538,38.742
10,,61.896,131.976,107.500,199.500,-28.610,38.302
11,,59.515,107.220,96.000,160.000,-59.036,36.651
12,,54.754,162.695,152.182,211.500,-74.055,34.241
13,,69.038,130.222,102.276,174.500,-68.962,43.702
14,,78.560,130.708,110.354,183.000,-79.046,49.476
15,,59.515,142.444,128.370,213.750,-70.017,37.110
16,,59.515,73.913,57.681,93.500,-67.751,36.390
17,,54.754,163.598,154.000,181.000,-68.199,33.236
18,,49.993,139.268,119.010,186.000,-51.340,30.245
19,,47.612,166.131,154.313,188.000,-49.086,30.047
20,,47.612,157.313,138.000,205.000,-47.121,29.538
21,,61.896,148.292,125.023,209.000,-59.421,39.170
22,,57.135,69.626,50.761,127.750,-61.189,35.218
23,,64.277,133.621,114.580,185.500,-56.310,39.586
24,,69.038,84.062,63.000,179.000,-70.907,42.939
25,,64.277,97.891,82.370,131.000,-62.447,40.027
26,,57.135,132.233,124.348,155.000,-59.036,35.987
27,,71.418,93.517,66.948,184.500,-49.185,45.438
28,,73.799,80.641,57.200,180.500,-57.381,46.863
29,,69.038,82.124,54.500,149.250,-46.469,42.563
30,,76.180,74.536,61.806,118.250,-54.246,47.084
31,,69.038,103.539,77.643,208.000,-55.176,42.598
32,,66.657,87.998,66.000,185.000,-59.744,41.816
33,,61.896,136.457,117.600,210.000,-56.310,38.942
34,,57.135,73.271,58.315,137.000,-37.875,35.336
35,,52.373,98.032,81.222,147.000,-41.186,32.226
36,,57.135,78.534,69.196,113.500,2.490,35.496
37,Mean,61.367,122.060,104.750,175.152,-52.046,38.199
38,SD,7.573,37.368,39.582,35.988,17.823,4.963
39,Min,47.612,61.830,50.761,89.750,-87.614,29.538
40,Max,78.560,193.069,190.429,222.000,2.490,49.476
