 ,Label,Area,Mean,Min,Max,Angle,Length
1,,43.608,63.497,45.667,169.000,96.340,27.437
2,,43.608,107.366,77.708,194.351,93.180,26.919
3,,48.198,125.500,110.312,185.704,31.430,30.655
4,,59.674,101.995,83.796,162.825,83.157,38.623
5,,55.084,84.501,65.947,140.009,74.745,34.973
6,,66.560,4.473,0.000,23.540,68.962,42.850
7,,73.445,4.861,0.000,58.625,80.838,46.606
8,,80.331,53.145,40.315,95.834,65.695,51.220
9,,66.560,61.521,49.446,92.122,62.526,42.558
10,,75.740,28.484,9.000,76.089,46.273,48.241
11,,64.264,28.386,10.692,58.313,63.435,41.258
12,,73.445,15.689,2.039,66.628,68.552,46.566
13,,82.626,5.099,0.000,47.831,34.592,53.296
14,,64.264,2.092,0.000,41.069,36.027,40.547
15,,66.560,40.500,28.106,66.808,33.111,41.858
16,Mean,64.264,48.474,34.868,98.583,62.591,40.907
17,SD,12.329,41.226,36.338,56.621,21.812,8.055
18,Min,43.608,2.092,0.000,23.540,31.430,26.919
19,Max,82.626,125.500,110.312,194.351,96.340,53.296
