 ,Label,Area,Mean,Min,Max,Angle,Length
1,,15.584,207.000,193.000,211.000,131.634,12.042
2,,11.988,211.970,209.556,216.000,147.995,9.434
3,,8.391,213.048,210.000,216.000,161.565,6.325
4,,5.994,211.625,209.875,214.000,123.690,3.606
5,,7.193,213.380,209.000,215.000,143.130,5.000
6,,10.789,221.257,220.062,222.000,150.255,8.062
7,,2.398,208.000,208.000,208.000,180.000,1.000
8,,9.590,217.571,209.000,221.000,81.870,7.071
9,Mean,8.991,212.981,208.562,215.375,140.017,6.567
10,SD,4.002,4.678,7.367,4.658,29.177,3.443
11,Min,2.398,207.000,193.000,208.000,81.870,1.000
12,Max,15.584,221.257,220.062,222.000,180.000,12.042
