 ,Label,Area,Mean,Min,Max,Angle,Length
1,,29.837,160.462,66.000,189.000,0.000,18.180
2,,16.066,174.873,168.889,184.000,-38.660,9.701
3,,16.066,157.238,124.000,173.000,-45.000,8.570
4,,25.247,165.719,151.809,179.167,-10.305,15.641
5,,20.656,120.464,113.477,126.342,-39.806,12.304
6,,16.066,126.831,119.129,132.777,-9.462,8.858
7,,13.771,106.428,84.395,125.531,0.000,7.746
8,,20.656,57.709,51.501,69.780,0.000,12.527
9,,22.952,116.632,107.732,122.030,-63.435,12.890
10,,11.476,99.722,93.083,106.194,-63.435,6.445
11,,18.361,62.619,51.419,66.414,-63.435,9.892
12,,32.132,65.283,56.416,74.703,-51.340,19.807
13,,11.476,75.995,67.128,80.045,-90.000,5.844
14,,16.066,61.044,52.593,65.326,-59.036,9.064
15,,20.656,83.542,75.036,90.713,-60.255,12.527
16,Mean,19.432,108.971,92.174,119.001,-39.611,11.333
17,SD,6.126,41.285,37.517,45.094,28.894,4.088
18,Min,11.476,57.709,51.419,65.326,-90.000,5.844
19,Max,32.132,174.873,168.889,189.000,0.000,19.807
