 ,Label,Area,Mean,Min,Max,Angle,Length
1,,61.925,113.460,80.463,201.705,77.661,43.702
2,,56.296,60.926,33.011,106.690,82.147,40.102
3,,61.925,133.403,108.257,208.560,75.530,44.221
4,,35.654,126.838,112.308,157.000,73.610,24.274
5,,56.296,117.211,90.386,197.667,59.036,39.938
6,,35.654,69.892,32.846,181.000,56.310,24.696
7,,28.148,127.673,120.333,134.823,56.310,19.756
8,,67.555,101.640,61.916,191.188,59.859,47.879
9,,28.148,58.092,41.455,78.782,63.435,18.629
10,,37.530,115.698,93.923,197.072,74.476,25.982
11,,26.271,146.564,95.231,221.410,85.601,17.861
12,Mean,45.037,106.491,79.103,170.536,69.452,31.549
13,SD,15.767,30.369,31.997,45.755,10.728,11.588
14,Min,26.271,58.092,32.846,78.782,56.310,17.861
15,Max,67.555,146.564,120.333,221.410,85.601,47.879
