 ,Label,Area,Mean,Min,Max,Angle,Length
1,,57.379,101.763,72.750,186.000,16.928,36.423
2,,52.789,124.838,110.995,168.627,-52.595,32.864
3,,61.969,98.646,80.000,156.541,-30.579,38.909
4,,59.674,76.442,59.906,160.000,-18.435,38.326
5,,87.216,33.937,0.000,129.157,-20.925,55.668
6,,68.855,0.610,0.000,7.999,-12.095,43.353
7,,87.216,58.262,36.438,127.542,4.635,55.858
8,,75.740,61.251,47.054,79.283,-14.470,48.708
9,,68.855,25.328,8.662,53.037,-40.815,44.290
10,,80.331,42.455,28.574,83.089,-49.764,51.918
11,,80.331,13.877,1.811,62.814,-55.840,51.166
12,,82.626,0.856,0.000,14.141,-63.435,53.287
13,,59.674,0.174,0.000,3.021,-73.740,38.009
14,,52.789,33.488,24.926,37.853,-57.724,33.614
15,,45.903,30.684,15.628,58.160,-57.995,28.518
16,Mean,68.090,46.841,32.450,88.484,-35.123,43.394
17,SD,13.514,39.281,34.958,61.921,26.800,8.933
18,Min,45.903,0.174,0.000,3.021,-73.740,28.518
19,Max,87.216,124.838,110.995,186.000,16.928,55.858
