 ,Label,Area,Mean,Min,Max,Angle,Length
1,,19.710,56.152,42.857,74.000,12.095,16.412
2,,57.815,46.816,37.061,118.212,0.000,48.815
3,,67.013,43.567,34.108,69.078,-1.146,56.782
4,,64.385,46.704,36.432,142.051,-4.865,55.007
5,,65.699,42.347,36.401,48.736,0.000,55.786
6,,73.583,40.959,33.726,91.099,-8.276,63.386
7,,69.641,48.039,36.400,151.742,-11.094,59.968
8,,53.873,46.762,37.203,124.557,-14.744,45.425
9,,56.501,45.277,35.236,65.652,-28.393,47.695
10,,67.013,48.629,37.577,111.303,-30.579,57.571
11,,55.187,41.383,37.141,50.852,-22.834,47.350
12,,47.303,42.769,33.103,72.887,17.928,40.642
13,,47.303,43.806,38.678,51.885,23.629,40.151
14,,55.187,45.829,38.273,57.036,31.701,46.982
15,,32.850,66.692,37.754,97.842,19.983,27.404
16,Mean,55.538,47.049,36.797,88.462,-1.106,47.292
17,SD,14.424,6.597,2.353,34.170,19.102,12.528
18,Min,19.710,40.959,33.103,48.736,-30.579,16.412
19,Max,73.583,66.692,42.857,151.742,31.701,63.386
