 ,Label,Area,Mean,Min,Max,Angle,Length
1,,47.663,61.238,43.229,149.333,29.249,36.116
2,,52.429,53.511,29.078,141.889,5.528,39.717
3,,46.074,47.091,23.342,87.667,12.529,35.273
4,,17.476,67.378,42.154,146.852,-29.055,12.407
5,,34.953,22.185,1.889,152.333,5.194,26.942
6,,52.429,31.278,4.729,206.667,14.470,40.354
7,,49.252,20.749,7.889,167.000,15.422,37.919
8,,34.953,31.501,10.569,123.444,33.690,26.573
9,,49.252,22.158,7.822,57.000,3.814,37.898
10,,44.485,7.371,0.000,109.333,-34.287,33.562
11,,56.782,80.723,71.921,91.219,-57.995,32.081
12,,73.817,58.364,41.670,121.167,-33.690,42.776
13,,45.426,55.026,40.611,137.500,11.310,25.953
14,,53.943,51.396,39.000,93.833,-144.462,29.487
15,,62.461,49.901,35.398,139.500,52.595,35.554
16,,62.461,85.167,64.920,126.667,48.814,34.634
17,,65.300,37.412,29.212,69.833,27.759,36.925
18,,42.587,104.161,91.167,129.167,-65.225,23.740
19,,42.587,48.173,35.452,107.833,-45.000,23.241
20,,65.300,41.688,31.892,102.833,-56.310,37.155
21,,56.782,96.256,71.877,163.833,-6.009,32.114
22,,53.943,86.588,64.432,108.667,38.157,29.487
23,,51.104,91.099,80.907,101.250,-13.241,29.427
24,,70.978,46.024,32.326,118.917,2.386,40.474
25,,56.782,36.065,32.108,57.167,36.254,31.848
26,,48.265,141.710,118.762,174.556,-3.576,27.105
27,,53.943,120.924,109.611,154.667,9.462,30.748
28,,65.300,72.632,51.224,85.504,8.130,36.300
29,,62.461,130.907,113.667,174.667,-5.440,35.544
30,,65.300,136.419,124.404,171.000,-5.194,37.222
31,,68.139,101.341,74.942,157.889,-12.804,38.689
32,,56.782,88.463,68.327,127.556,-6.009,32.191
33,,76.656,89.877,58.333,149.222,-13.496,43.320
34,,56.782,53.960,46.813,119.889,-5.711,32.812
35,Mean,54.201,66.728,49.991,127.231,-5.375,33.106
36,SD,12.105,34.971,34.056,35.305,38.217,6.380
37,Min,17.476,7.371,0.000,57.000,-144.462,12.407
38,Max,76.656,141.710,124.404,206.667,52.595,43.320
