 ,Label,Area,Mean,Min,Max,Angle,Length
1,,9.522,189.694,182.000,195.667,45.000,4.364
2,,7.142,159.333,139.000,177.000,0.000,3.086
3,,4.761,156.444,154.222,158.667,0.000,2.057
4,,9.522,145.120,136.667,151.296,-18.435,4.241
5,,7.142,192.630,177.000,202.111,0.000,3.086
6,,7.142,192.185,180.889,199.333,0.000,3.086
7,,19.045,200.109,193.111,204.957,15.945,10.490
8,,4.761,129.000,122.333,135.667,0.000,1.455
9,,4.761,192.444,185.556,199.333,0.000,2.300
10,,2.381,85.333,85.333,85.333,0.000,0.000
11,,7.142,151.667,138.000,162.000,0.000,3.086
12,,7.142,165.037,153.667,173.000,26.565,3.253
13,,9.522,167.676,141.222,186.370,33.690,5.143
14,,9.522,172.222,125.667,213.000,0.000,5.143
15,,7.142,186.704,182.000,192.556,26.565,3.253
16,,7.142,179.074,152.222,198.444,0.000,3.086
17,,7.142,168.815,162.000,178.333,63.435,3.709
18,,7.142,164.185,157.667,168.000,0.000,3.086
19,,7.142,172.556,149.556,189.333,-45.000,3.709
20,,7.142,154.667,147.000,161.333,-26.565,3.253
21,,7.142,136.111,118.000,148.667,0.000,3.086
22,,4.761,182.667,181.000,184.333,0.000,2.300
23,,7.142,130.333,119.000,138.667,0.000,3.086
24,,9.522,140.423,125.000,150.210,18.435,4.600
25,,4.761,113.444,104.222,122.667,0.000,2.057
26,,7.142,142.778,116.000,165.333,-26.565,2.909
27,,7.142,138.333,92.000,175.000,-90.000,3.086
28,,4.761,86.000,78.000,94.000,0.000,1.029
29,,4.761,135.944,127.667,144.222,-90.000,2.057
30,,4.761,161.889,148.000,175.778,0.000,2.300
31,,4.761,168.833,162.111,175.556,-45.000,2.300
32,,4.761,158.889,152.111,165.667,90.000,2.057
33,,7.142,114.444,93.667,134.667,90.000,3.253
34,,7.142,150.815,148.333,153.111,45.000,2.909
35,,7.142,127.667,110.000,138.000,63.435,3.709
36,,4.761,128.111,117.667,138.556,90.000,1.455
37,Mean,6.943,153.933,140.497,164.894,7.403,3.141
38,SD,2.692,28.481,30.122,29.756,41.254,1.652
39,Min,2.381,85.333,78.000,85.333,-90.000,0.000
40,Max,19.045,200.109,193.111,213.000,90.000,10.490
