 ,Label,Area,Mean,Min,Max,Angle,Length
1,,44.133,104.576,83.550,201.000,26.565,40.437
2,,41.869,78.965,57.318,115.566,37.185,38.493
3,,41.869,106.078,81.145,170.233,41.634,38.107
4,,38.475,96.408,79.195,145.209,57.265,35.277
5,,37.343,89.621,44.580,151.262,65.854,33.566
6,,39.606,92.935,81.519,113.215,68.839,35.739
7,,37.343,87.645,67.302,135.893,61.821,34.071
8,,35.080,89.820,77.248,128.548,57.381,32.423
9,,38.475,110.097,99.383,129.307,32.735,35.277
10,,38.475,101.656,79.298,158.026,1.736,34.945
11,Mean,39.267,95.780,75.054,144.826,45.102,35.834
12,SD,2.670,9.740,15.225,26.787,21.146,2.466
13,Min,35.080,78.965,44.580,113.215,1.736,32.423
14,Max,44.133,110.097,99.383,201.000,68.839,40.437
