 ,Label,Area,Mean,Min,Max,Angle,Length
1,,28.771,208.261,203.204,225.000,41.424,24.823
2,,32.367,196.401,192.112,203.000,40.365,28.740
3,,76.722,72.257,48.794,132.000,44.356,68.909
4,,75.523,180.297,171.000,195.000,49.600,67.573
5,,85.114,182.902,177.071,207.000,57.907,76.250
6,,55.144,154.968,135.111,192.000,56.659,49.802
7,,55.144,138.977,122.560,175.000,45.000,49.549
8,,61.138,178.759,165.850,209.000,46.637,54.216
9,Mean,58.740,164.103,151.963,192.250,47.743,52.483
10,SD,20.445,43.052,49.592,28.339,6.556,18.555
11,Min,28.771,72.257,48.794,132.000,40.365,24.823
12,Max,85.114,208.261,203.204,225.000,57.907,76.250
