 ,Label,Area,Mean,Min,Max,Angle,Length
1,,14.363,206.367,180.000,220.000,33.690,6.111
2,,11.490,172.146,167.667,175.667,-26.565,4.237
3,,8.618,163.667,150.667,173.667,0.000,3.390
4,,17.235,180.619,156.667,192.567,14.036,7.674
5,,43.088,184.905,131.646,223.837,21.038,23.607
6,,17.235,165.649,156.167,173.667,26.565,8.039
7,,8.618,156.667,150.667,160.667,-26.565,3.790
8,,17.235,159.950,148.333,165.600,-11.310,8.642
9,,8.618,157.569,151.333,162.250,-26.565,2.680
10,,8.618,138.931,132.667,142.125,-45.000,3.055
11,,14.363,120.075,87.167,136.750,0.000,6.832
12,,8.618,147.917,140.509,151.805,-45.000,2.756
13,,11.490,136.070,112.684,149.283,-71.565,5.248
14,,8.618,168.374,161.376,172.483,45.000,4.134
15,,22.980,136.594,66.524,172.529,56.310,11.895
16,,14.363,132.556,85.825,169.663,26.565,7.421
17,,8.618,135.951,118.777,150.552,26.565,3.514
18,,28.725,153.810,82.632,178.554,12.529,15.128
19,,25.853,187.873,174.138,198.564,-54.462,13.254
20,,22.980,137.975,117.324,149.712,-63.435,12.210
21,,14.363,114.177,68.775,156.342,-26.565,7.094
22,,14.363,155.472,121.320,175.593,0.000,6.821
23,,17.235,139.826,121.086,152.718,90.000,8.824
24,,11.490,117.859,70.286,153.246,0.000,4.872
25,,5.745,106.239,103.033,109.445,0.000,0.974
26,,15.888,183.700,163.519,190.304,20.556,11.704
27,,4.766,153.679,148.111,162.222,26.565,2.657
28,,17.476,222.564,198.444,229.844,16.699,12.492
29,,4.766,203.123,194.667,209.111,-63.435,2.657
30,,11.121,145.053,63.222,179.000,-18.435,7.972
31,,3.178,131.889,122.333,141.444,-45.000,1.879
32,,4.766,135.753,105.037,161.444,45.000,2.377
33,,4.766,103.481,85.444,116.000,-26.565,2.657
34,,3.178,73.130,59.333,86.926,-63.435,1.879
35,Mean,13.377,150.871,126.394,165.988,-4.494,6.720
36,SD,8.318,31.377,39.255,30.528,39.050,4.828
37,Min,3.178,73.130,59.333,86.926,-71.565,0.974
38,Max,43.088,222.564,198.444,229.844,90.000,23.607
