 ,Label,Area,Mean,Min,Max,Angle,Length
1,,4.462,139.667,97.000,162.000,-116.565,2.727
2,,5.949,128.250,115.000,153.000,-90.000,3.659
3,,4.462,120.667,108.000,137.000,90.000,2.439
4,,2.974,63.500,49.000,78.000,180.000,1.220
5,,2.974,57.000,38.000,76.000,-90.000,1.220
6,,2.974,85.500,85.000,86.000,0.000,1.220
7,,4.462,130.000,104.000,162.000,0.000,2.439
8,,5.949,141.889,116.556,183.000,-45.000,3.449
9,,4.462,187.333,182.000,196.000,-63.435,2.727
10,,20.821,179.347,160.166,210.101,-71.565,15.426
11,Mean,5.949,123.315,105.472,144.310,-20.657,3.653
12,SD,5.339,43.883,43.846,49.120,92.611,4.230
13,Min,2.974,57.000,38.000,76.000,-116.565,1.220
14,Max,20.821,187.333,182.000,210.101,180.000,15.426
