 ,Label,Area,Mean,Min,Max,Angle,Length
1,,43.129,87.124,65.092,123.000,-55.176,34.168
2,,55.027,65.887,32.417,146.000,-88.409,43.919
3,,65.437,60.805,0.000,175.186,-97.943,52.947
4,,56.514,83.350,57.040,117.000,-45.000,44.841
5,,72.873,62.971,34.458,147.000,-39.036,58.090
6,,81.797,58.086,25.914,110.026,-35.166,65.639
7,,81.797,31.256,0.000,166.037,-31.329,65.673
8,,66.924,54.516,17.545,172.222,-14.349,54.128
9,,63.950,97.168,59.365,146.000,-13.707,51.466
10,,63.950,131.603,89.943,191.000,26.565,51.811
11,,53.540,71.935,2.429,208.073,16.390,43.220
12,,77.335,106.051,53.667,219.000,4.485,62.386
13,Mean,65.189,75.896,36.489,160.045,-31.056,52.357
14,SD,11.929,26.840,28.968,34.962,38.180,9.694
15,Min,43.129,31.256,0.000,110.026,-97.943,34.168
16,Max,81.797,131.603,89.943,219.000,26.565,65.673
