 ,Label,Area,Mean,Min,Max,Angle,Length
1,,33.777,160.077,143.000,215.000,31.239,48.866
2,,52.074,133.846,116.000,203.000,16.949,75.184
3,,55.357,21.318,0.000,143.000,10.830,80.196
4,,48.790,11.918,0.000,58.000,20.556,70.225
5,,47.382,14.330,2.000,70.000,52.326,68.363
6,,44.098,23.992,0.000,86.000,72.536,63.905
7,,44.098,135.214,127.000,160.000,-10.582,63.407
8,,53.950,74.308,13.000,138.000,-3.013,78.190
9,,36.123,105.147,83.750,158.000,43.394,51.843
10,Mean,46.183,75.572,53.861,136.778,26.026,66.687
11,SD,7.510,59.558,62.362,55.652,26.717,10.947
12,Min,33.777,11.918,0.000,58.000,-10.582,48.866
13,Max,55.357,160.077,143.000,215.000,72.536,80.196
